 ordergroup |  ordergroupmember   |    item    | exception |    exceptiondate    |                                descr                                 |   source   |    dest    | transmode  
 119633069  | OOPT-MBG327.02-OGM2 | 3544254597 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497711302 | 119622374  | 3468563755
 119633069  | OOPT-MBG327.02-OGM2 | 3544254598 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497711302 | 119622374  | 3468563755
 120556590  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497741092 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM1 | 3544255556 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497741092 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM1 | 3544255557 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497741092 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM1 | 3544255556 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497741092 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM1 | 3544255557 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497741092 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497741093 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM2 | 3544255558 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497741093 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM2 | 3544255559 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497741093 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM2 | 3544255558 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497741093 | 120545895  | 2958029578
 120556590  | OOPT-MBG327.03-OGM2 | 3544255559 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497741093 | 120545895  | 2958029578
 121480111  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497770883 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM1 | 3544256517 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497770883 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM1 | 3544256518 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497770883 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM1 | 3544256517 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497770883 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM1 | 3544256518 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497770883 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497770884 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM2 | 3544256519 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497770884 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM2 | 3544256520 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497770884 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM2 | 3544256519 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497770884 | 121469416  | 2447495401
 121480111  | OOPT-MBG327.04-OGM2 | 3544256520 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497770884 | 121469416  | 2447495401
 122403632  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497800674 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM1 | 3544257478 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497800674 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM1 | 3544257479 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497800674 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM1 | 3544257478 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497800674 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM1 | 3544257479 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497800674 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497800675 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM2 | 3544257480 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497800675 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM2 | 3544257481 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497800675 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM2 | 3544257480 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497800675 | 122392937  | 1936961226
 122403632  | OOPT-MBG327.05-OGM2 | 3544257481 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497800675 | 122392937  | 1936961226
 123327153  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497830465 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM1 | 3544258439 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497830465 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM1 | 3544258440 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497830465 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM1 | 3544258439 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497830465 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM1 | 3544258440 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497830465 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497830466 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM2 | 3544258441 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497830466 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM2 | 3544258442 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497830466 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM2 | 3544258441 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497830466 | 123316458  | 1426427049
 123327153  | OOPT-MBG327.06-OGM2 | 3544258442 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497830466 | 123316458  | 1426427049
 124250674  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497860256 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM1 | 3544259400 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497860256 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM1 | 3544259401 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497860256 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM1 | 3544259400 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497860256 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM1 | 3544259401 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497860256 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497860257 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM2 | 3544259402 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497860257 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM2 | 3544259403 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497860257 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM2 | 3544259402 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497860257 | 124239979  | 915892872
 124250674  | OOPT-MBG327.07-OGM2 | 3544259403 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497860257 | 124239979  | 915892872
 125174195  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497890047 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM1 | 3544260361 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497890047 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM1 | 3544260362 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497890047 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM1 | 3544260361 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497890047 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM1 | 3544260362 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497890047 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497890048 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM2 | 3544260363 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497890048 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM2 | 3544260364 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497890048 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM2 | 3544260363 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497890048 | 125163500  | 405358695
 125174195  | OOPT-MBG327.08-OGM2 | 3544260364 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497890048 | 125163500  | 405358695
 126097716  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497919838 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM1 | 3544261322 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497919838 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM1 | 3544261323 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497919838 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM1 | 3544261322 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497919838 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM1 | 3544261323 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497919838 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2497919839 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM2 | 3544261324 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497919839 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM2 | 3544261325 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2497919839 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM2 | 3544261324 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497919839 | 126087021  | 4189791812
 126097716  | OOPT-MBG327.09-OGM2 | 3544261325 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2497919839 | 126087021  | 4189791812
 146415178  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498575240 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM1 | 3544282464 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498575240 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM1 | 3544282465 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498575240 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM1 | 3544282464 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498575240 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM1 | 3544282465 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498575240 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498575241 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM2 | 3544282466 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498575241 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM2 | 3544282467 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498575241 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM2 | 3544282466 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498575241 | 146404483  | 1547974512
 146415178  | OOPT-MBG327.10-OGM2 | 3544282467 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498575241 | 146404483  | 1547974512
 147338699  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498605031 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM1 | 3544283425 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498605031 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM1 | 3544283426 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498605031 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM1 | 3544283425 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498605031 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM1 | 3544283426 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498605031 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498605032 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM2 | 3544283427 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498605032 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM2 | 3544283428 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498605032 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM2 | 3544283427 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498605032 | 147328004  | 1037440335
 147338699  | OOPT-MBG327.11-OGM2 | 3544283428 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498605032 | 147328004  | 1037440335
 148262220  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498634822 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM1 | 3544284386 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498634822 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM1 | 3544284387 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498634822 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM1 | 3544284386 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498634822 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM1 | 3544284387 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498634822 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498634823 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM2 | 3544284388 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498634823 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM2 | 3544284389 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498634823 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM2 | 3544284388 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498634823 | 148251525  | 526906158
 148262220  | OOPT-MBG327.12-OGM2 | 3544284389 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498634823 | 148251525  | 526906158
 149185741  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498664613 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM1 | 3544285347 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498664613 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM1 | 3544285348 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498664613 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM1 | 3544285347 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498664613 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM1 | 3544285348 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498664613 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498664614 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM2 | 3544285349 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498664614 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM2 | 3544285350 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498664614 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM2 | 3544285349 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498664614 | 149175046  | 16371981
 149185741  | OOPT-MBG327.13-OGM2 | 3544285350 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498664614 | 149175046  | 16371981
 150109262  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498694404 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM1 | 3544286308 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498694404 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM1 | 3544286309 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498694404 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM1 | 3544286308 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498694404 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM1 | 3544286309 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498694404 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498694405 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM2 | 3544286310 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498694405 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM2 | 3544286311 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498694405 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM2 | 3544286310 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498694405 | 150098567  | 3800805098
 150109262  | OOPT-MBG327.14-OGM2 | 3544286311 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498694405 | 150098567  | 3800805098
 151032783  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498724195 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM1 | 3544287269 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498724195 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM1 | 3544287270 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498724195 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM1 | 3544287269 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498724195 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM1 | 3544287270 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498724195 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM2 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498724196 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM2 | 3544287271 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498724196 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM2 | 3544287272 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498724196 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM2 | 3544287271 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498724196 | 151022088  | 3290270921
 151032783  | OOPT-MBG327.15-OGM2 | 3544287272 |      4202 | 2006-10-30 00:00:00 | SKU at Risk                                                          | 2498724196 | 151022088  | 3290270921
 151956304  |                     |            |      4039 | 2006-10-30 00:00:00 | Adjust Down Soln could not be found, considering Adjust Up Load Soln |            | 151945609  | 2779736744
 151956304  |                     |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  |            | 151945609  | 2779736744
 151956304  | OOPT-MBG327.16-OGM1 |            |      4051 | 2006-10-30 00:00:00 | Order Status is Due                                                  | 2498753986 | 151945609  | 2779736744
 151956304  | OOPT-MBG327.16-OGM1 | 3544288230 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498753986 | 151945609  | 2779736744
 151956304  | OOPT-MBG327.16-OGM1 | 3544288231 |      4200 | 2006-10-30 00:00:00 | SKU Out Of Stock within Lead Time                                    | 2498753986 | 151945609  | 2779736744
