 ordergroup |  ordergroupmember   |    dest    |   source   |   orderplacedate    |    departuredate    |    deliverydate     |      arrivdate      | totalleadtime | transitdur | unloaddur | needcovdur | mincovdur |    finalcovdate     |     mincovdate      |     needcovdate     | finalcovdur | delaydur | status | orderskucount | orderskusoqcount | networkmincovdur |  networkmincovdate  |     createdate      | maxcovdur | orderbuildrule | duestatus | networkminstatus | loadsolutionstatus | loadstatus | approvalstatus | precisionbuildsw | ordertype | transmode  | ordergroupparam | ordergroupbuildrule | precisionloadsw | vehicleloadcount | lanetype 
 121480111  | OOPT-MBG327.04-OGM1 | 121469416  | 2497770883 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-29 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       28800 |   -11520 |      5 |             2 |                2 |            28800 | 2006-11-29 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2447495401 |                 |                   1 |               0 |                0 |        3
 121480111  | OOPT-MBG327.04-OGM2 | 121469416  | 2497770884 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-29 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       28800 |   -11520 |      5 |             2 |                2 |            28800 | 2006-11-29 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2447495401 |                 |                   1 |               0 |                0 |        3
 122403632  |                     | 122392937  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             4 |                4 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1936961226 |                 |                   1 |               0 |                6 |        2
 122403632  | OOPT-MBG327.05-OGM1 | 122392937  | 2497800674 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1936961226 |                 |                   1 |               0 |                0 |        3
 122403632  | OOPT-MBG327.05-OGM2 | 122392937  | 2497800675 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1936961226 |                 |                   1 |               0 |                0 |        3
 123327153  |                     | 123316458  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-19 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       57600 |   -11520 |      5 |             4 |                4 |            57600 | 2006-12-19 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1426427049 |                 |                   1 |               0 |                4 |        2
 123327153  | OOPT-MBG327.06-OGM1 | 123316458  | 2497830465 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-19 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       57600 |   -11520 |      5 |             2 |                2 |            57600 | 2006-12-19 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1426427049 |                 |                   1 |               0 |                0 |        3
 123327153  | OOPT-MBG327.06-OGM2 | 123316458  | 2497830466 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-19 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       57600 |   -11520 |      5 |             2 |                2 |            57600 | 2006-12-19 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1426427049 |                 |                   1 |               0 |                0 |        3
 124250674  |                     | 124239979  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-29 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       72000 |   -11520 |      5 |             4 |                4 |            72000 | 2006-12-29 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 915892872  |                 |                   1 |               0 |                5 |        2
 124250674  | OOPT-MBG327.07-OGM1 | 124239979  | 2497860256 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-29 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       72000 |   -11520 |      5 |             2 |                2 |            72000 | 2006-12-29 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 915892872  |                 |                   1 |               0 |                0 |        3
 124250674  | OOPT-MBG327.07-OGM2 | 124239979  | 2497860257 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-29 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       72000 |   -11520 |      5 |             2 |                2 |            72000 | 2006-12-29 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 915892872  |                 |                   1 |               0 |                0 |        3
 125174195  |                     | 125163500  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             4 |                4 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 405358695  |                 |                   1 |               0 |                5 |        2
 125174195  | OOPT-MBG327.08-OGM1 | 125163500  | 2497890047 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             2 |                2 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 405358695  |                 |                   1 |               0 |                0 |        3
 125174195  | OOPT-MBG327.08-OGM2 | 125163500  | 2497890048 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             2 |                2 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 405358695  |                 |                   1 |               0 |                0 |        3
 126097716  |                     | 126087021  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             4 |                4 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 4189791812 |                 |                   1 |               0 |                5 |        2
 126097716  | OOPT-MBG327.09-OGM1 | 126087021  | 2497919838 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             2 |                2 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 4189791812 |                 |                   1 |               0 |                0 |        3
 126097716  | OOPT-MBG327.09-OGM2 | 126087021  | 2497919839 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             2 |                2 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 4189791812 |                 |                   1 |               0 |                0 |        3
 146415178  |                     | 146404483  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             4 |                4 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1547974512 |                 |                   1 |               0 |                5 |        2
 146415178  | OOPT-MBG327.10-OGM1 | 146404483  | 2498575240 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             2 |                2 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1547974512 |                 |                   1 |               0 |                0 |        3
 146415178  | OOPT-MBG327.10-OGM2 | 146404483  | 2498575241 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-24 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       64800 |   -11520 |      5 |             2 |                2 |            64800 | 2006-12-24 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1547974512 |                 |                   1 |               0 |                0 |        3
 147338699  |                     | 147328004  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-14 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       50400 |   -11520 |      5 |             4 |                4 |            50400 | 2006-12-14 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1037440335 |                 |                   1 |               0 |                6 |        2
 147338699  | OOPT-MBG327.11-OGM1 | 147328004  | 2498605031 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-14 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       50400 |   -11520 |      5 |             2 |                2 |            50400 | 2006-12-14 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1037440335 |                 |                   1 |               0 |                0 |        3
 147338699  | OOPT-MBG327.11-OGM2 | 147328004  | 2498605032 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-14 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       50400 |   -11520 |      5 |             2 |                2 |            50400 | 2006-12-14 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1037440335 |                 |                   1 |               0 |                0 |        3
 148262220  |                     | 148251525  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-19 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       57600 |   -11520 |      5 |             4 |                4 |            57600 | 2006-12-19 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 526906158  |                 |                   1 |               0 |                7 |        2
 148262220  | OOPT-MBG327.12-OGM1 | 148251525  | 2498634822 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-19 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       57600 |   -11520 |      5 |             2 |                2 |            57600 | 2006-12-19 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 526906158  |                 |                   1 |               0 |                0 |        3
 148262220  | OOPT-MBG327.12-OGM2 | 148251525  | 2498634823 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-19 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       57600 |   -11520 |      5 |             2 |                2 |            57600 | 2006-12-19 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 526906158  |                 |                   1 |               0 |                0 |        3
 149185741  |                     | 149175046  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             4 |                4 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 16371981   |                 |                   1 |               0 |                6 |        2
 149185741  | OOPT-MBG327.13-OGM1 | 149175046  | 2498664613 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 16371981   |                 |                   1 |               0 |                0 |        3
 149185741  | OOPT-MBG327.13-OGM2 | 149175046  | 2498664614 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 16371981   |                 |                   1 |               0 |                0 |        3
 150109262  |                     | 150098567  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             4 |                4 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 3800805098 |                 |                   1 |               0 |                6 |        2
 150109262  | OOPT-MBG327.14-OGM1 | 150098567  | 2498694404 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3800805098 |                 |                   1 |               0 |                0 |        3
 150109262  | OOPT-MBG327.14-OGM2 | 150098567  | 2498694405 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3800805098 |                 |                   1 |               0 |                0 |        3
 151032783  |                     | 151022088  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             4 |                4 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 3290270921 |                 |                   1 |               0 |                6 |        2
 151032783  | OOPT-MBG327.15-OGM1 | 151022088  | 2498724195 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3290270921 |                 |                   1 |               0 |                0 |        3
 151032783  | OOPT-MBG327.15-OGM2 | 151022088  | 2498724196 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-12-09 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       43200 |   -11520 |      5 |             2 |                2 |            43200 | 2006-12-09 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 3290270921 |                 |                   1 |               0 |                0 |        3
 151956304  |                     | 151945609  |            | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-23 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       20160 |   -11520 |      5 |             4 |                4 |            10080 | 2006-11-16 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 2779736744 |                 |                   1 |               0 |                2 |        2
 151956304  | OOPT-MBG327.16-OGM1 | 151945609  | 2498753986 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 | 2006-11-09 00:00:00 |         14400 |      14400 |         0 |      10080 |     10080 | 2006-11-23 00:00:00 | 2006-11-16 00:00:00 | 2006-11-16 00:00:00 |       20160 |   -11520 |      5 |             2 |                2 |            10080 | 2006-11-16 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2779736744 |                 |                   1 |               0 |                0 |        3
