 ordergroup | transmode  |      shipdate       |      arrivdate      | sourcestatus | deststatus | lbstatus | statusdesc | lbsource | vendorminmetsw | transmodeminmetsw | tolerancecapmetsw | maxcapacitymetsw | orderoptseqnum | maxcapacityexceededsw | approvalstatus | descr 
 120556590  | 2958029578 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 120556590  | 2958029578 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 120556590  | 2958029578 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 120556590  | 2958029578 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 120556590  | 2958029578 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              5 |                     0 |              1 | 
 120556590  | 2958029578 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              6 |                     0 |              1 | 
 121480111  | 2447495401 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 121480111  | 2447495401 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 121480111  | 2447495401 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 121480111  | 2447495401 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 122403632  | 1936961226 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 122403632  | 1936961226 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 122403632  | 1936961226 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 122403632  | 1936961226 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 122403632  | 1936961226 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              5 |                     0 |              1 | 
 122403632  | 1936961226 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              6 |                     0 |              1 | 
 123327153  | 1426427049 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 123327153  | 1426427049 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 123327153  | 1426427049 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 123327153  | 1426427049 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 124250674  | 915892872  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 124250674  | 915892872  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 124250674  | 915892872  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 124250674  | 915892872  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 124250674  | 915892872  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              5 |                     0 |              1 | 
 125174195  | 405358695  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 125174195  | 405358695  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 125174195  | 405358695  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 125174195  | 405358695  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 125174195  | 405358695  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              5 |                     0 |              1 | 
 126097716  | 4189791812 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 126097716  | 4189791812 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 126097716  | 4189791812 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 126097716  | 4189791812 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 126097716  | 4189791812 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              5 |                     0 |              1 | 
 146415178  | 1547974512 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 146415178  | 1547974512 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 146415178  | 1547974512 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 146415178  | 1547974512 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 146415178  | 1547974512 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              5 |                     0 |              1 | 
 147338699  | 1037440335 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 147338699  | 1037440335 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 147338699  | 1037440335 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 147338699  | 1037440335 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 147338699  | 1037440335 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              5 |                     0 |              1 | 
 147338699  | 1037440335 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              6 |                     0 |              1 | 
 148262220  | 526906158  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 148262220  | 526906158  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 148262220  | 526906158  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 148262220  | 526906158  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 148262220  | 526906158  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              5 |                     0 |              1 | 
 148262220  | 526906158  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              6 |                     0 |              1 | 
 148262220  | 526906158  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              7 |                     0 |              1 | 
 149185741  | 16371981   | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 149185741  | 16371981   | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 149185741  | 16371981   | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 149185741  | 16371981   | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 149185741  | 16371981   | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              5 |                     0 |              1 | 
 149185741  | 16371981   | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              6 |                     0 |              1 | 
 150109262  | 3800805098 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 150109262  | 3800805098 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 150109262  | 3800805098 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 150109262  | 3800805098 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 150109262  | 3800805098 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              5 |                     0 |              1 | 
 150109262  | 3800805098 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              6 |                     0 |              1 | 
 151032783  | 3290270921 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 151032783  | 3290270921 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 151032783  | 3290270921 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 151032783  | 3290270921 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 151032783  | 3290270921 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              5 |                     0 |              1 | 
 151032783  | 3290270921 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              6 |                     0 |              1 | 
 151956304  | 2779736744 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 151956304  | 2779736744 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 1 |                0 |              2 |                     0 |              1 | 
 152879825  | 2269202567 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 152879825  | 2269202567 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 175967850  | 2390750030 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 175967850  | 2390750030 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 175967850  | 2390750030 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 175967850  | 2390750030 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 175967850  | 2390750030 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              5 |                     0 |              1 | 
 3337022838 | 1362870146 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 3337022838 | 1362870146 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 3337022838 | 1362870146 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 3337022838 | 1362870146 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              4 |                     0 |              1 | 
 3337946359 | 852335969  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 3337946359 | 852335969  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 3337946359 | 852335969  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 3337946359 | 852335969  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              4 |                     0 |              1 | 
 3338869880 | 341801792  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 3338869880 | 341801792  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 3338869880 | 341801792  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 3338869880 | 341801792  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              4 |                     0 |              1 | 
 3339793401 | 4126234909 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 3339793401 | 4126234909 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 3339793401 | 4126234909 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 3340716922 | 3615700732 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 3340716922 | 3615700732 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 3340716922 | 3615700732 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 3344411006 | 1573564026 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 3344411006 | 1573564026 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 3344411006 | 1573564026 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              3 |                     0 |              1 | 
 3344411006 | 1573564026 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              4 |                     0 |              1 | 
 4171312755 | 2871651939 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4172236276 | 2361117762 | 2006-10-30 00:00:00 | 2006-11-11 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4174083318 | 1340049410 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4175930360 | 318981056  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4176853881 | 4103414173 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4177777402 | 3592879996 | 2006-10-30 00:00:00 | 2006-11-11 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4199018385 | 3718818565 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                0 |              1 |                     0 |              1 | 
 4203635990 | 900151495  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                0 |              1 |                     0 |              1 | 
 4204559511 | 1672290753 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4205483032 | 1161756576 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 4206406553 | 651222399  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 0 |                 0 |                0 |              1 |                     0 |              1 | 
 646806016  | 178621946  | 2006-10-30 00:00:00 | 2006-11-10 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 646806016  | 178621946  | 2006-10-30 00:00:00 | 2006-11-10 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              2 |                     0 |              1 | 
 652347142  | 1410384180 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 652347142  | 1410384180 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 673588125  | 2552999995 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 673588125  | 2552999995 | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 677282209  | 510863289  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 677282209  | 510863289  | 2006-10-30 00:00:00 | 2006-11-09 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 700021748  | 2599455620 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 700945269  | 2088921445 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 700945269  | 2088921445 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 701868790  | 1578387268 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 701868790  | 1578387268 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 702792311  | 1067853091 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 703715832  | 557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 703715832  | 557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 704639353  | 46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        1 |            |        6 |              1 |                 1 |                 1 |                1 |              1 |                     0 |              1 | 
 704639353  | 46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              2 |                     0 |              1 | 
 705562874  | 3831217854 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 706486395  | 3320683677 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
 707409916  | 2810149500 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |            1 |          1 |        2 |            |        6 |              1 |                 1 |                 0 |                0 |              1 |                     0 |              1 | 
