    item    |   source   |    dest    | qty  | unroundedqty |   uom    | ordergroup |  ordergroupmember   
 3544258442 | 2497830466 | 123316458  |   50 |           50 | 32706002 | 123327153  | OOPT-MBG327.06-OGM2
 3544258442 | 2497830466 | 123316458  |   50 |           50 | 32706003 | 123327153  | OOPT-MBG327.06-OGM2
 3544259400 | 2497860256 | 124239979  |   60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM1
 3544259400 | 2497860256 | 124239979  |   60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM1
 3544259401 | 2497860256 | 124239979  |   60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM1
 3544259401 | 2497860256 | 124239979  |   60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM1
 3544259402 | 2497860257 | 124239979  |   60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM2
 3544259402 | 2497860257 | 124239979  |   60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM2
 3544259403 | 2497860257 | 124239979  |   60 |           60 | 32707002 | 124250674  | OOPT-MBG327.07-OGM2
 3544259403 | 2497860257 | 124239979  |   60 |           60 | 32707003 | 124250674  | OOPT-MBG327.07-OGM2
 3544260361 | 2497890047 | 125163500  |   55 |           55 | 32708002 | 125174195  | OOPT-MBG327.08-OGM1
 3544260361 | 2497890047 | 125163500  |   55 |           55 | 32708003 | 125174195  | OOPT-MBG327.08-OGM1
 3544260362 | 2497890047 | 125163500  |   55 |           55 | 32708002 | 125174195  | OOPT-MBG327.08-OGM1
 3544260362 | 2497890047 | 125163500  |   55 |           55 | 32708003 | 125174195  | OOPT-MBG327.08-OGM1
 3544260363 | 2497890048 | 125163500  |   55 |           55 | 32708002 | 125174195  | OOPT-MBG327.08-OGM2
 3544260363 | 2497890048 | 125163500  |   55 |           55 | 32708003 | 125174195  | OOPT-MBG327.08-OGM2
 3544260364 | 2497890048 | 125163500  |   55 |           55 | 32708002 | 125174195  | OOPT-MBG327.08-OGM2
 3544260364 | 2497890048 | 125163500  |   55 |           55 | 32708003 | 125174195  | OOPT-MBG327.08-OGM2
 3544261322 | 2497919838 | 126087021  |   55 |           55 | 32709002 | 126097716  | OOPT-MBG327.09-OGM1
 3544261322 | 2497919838 | 126087021  |   55 |           55 | 32709003 | 126097716  | OOPT-MBG327.09-OGM1
 3544261323 | 2497919838 | 126087021  |   55 |           55 | 32709002 | 126097716  | OOPT-MBG327.09-OGM1
 3544261323 | 2497919838 | 126087021  |   55 |           55 | 32709003 | 126097716  | OOPT-MBG327.09-OGM1
 3544261324 | 2497919839 | 126087021  |   55 |           55 | 32709002 | 126097716  | OOPT-MBG327.09-OGM2
 3544261324 | 2497919839 | 126087021  |   55 |           55 | 32709003 | 126097716  | OOPT-MBG327.09-OGM2
 3544261325 | 2497919839 | 126087021  |   55 |           55 | 32709002 | 126097716  | OOPT-MBG327.09-OGM2
 3544261325 | 2497919839 | 126087021  |   55 |           55 | 32709003 | 126097716  | OOPT-MBG327.09-OGM2
 3544282464 | 2498575240 | 146404483  |   55 |           55 | 32710002 | 146415178  | OOPT-MBG327.10-OGM1
 3544282464 | 2498575240 | 146404483  |   55 |           55 | 32710003 | 146415178  | OOPT-MBG327.10-OGM1
 3544282465 | 2498575240 | 146404483  |   55 |           55 | 32710002 | 146415178  | OOPT-MBG327.10-OGM1
 3544282465 | 2498575240 | 146404483  |   55 |           55 | 32710003 | 146415178  | OOPT-MBG327.10-OGM1
 3544282466 | 2498575241 | 146404483  |   55 |           55 | 32710002 | 146415178  | OOPT-MBG327.10-OGM2
 3544282466 | 2498575241 | 146404483  |   55 |           55 | 32710003 | 146415178  | OOPT-MBG327.10-OGM2
 3544282467 | 2498575241 | 146404483  |   55 |           55 | 32710002 | 146415178  | OOPT-MBG327.10-OGM2
 3544282467 | 2498575241 | 146404483  |   55 |           55 | 32710003 | 146415178  | OOPT-MBG327.10-OGM2
 3544283425 | 2498605031 | 147328004  |   45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM1
 3544283425 | 2498605031 | 147328004  |   45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM1
 3544283426 | 2498605031 | 147328004  |   45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM1
 3544283426 | 2498605031 | 147328004  |   45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM1
 3544283427 | 2498605032 | 147328004  |   45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM2
 3544283427 | 2498605032 | 147328004  |   45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM2
 3544283428 | 2498605032 | 147328004  |   45 |           45 | 32711002 | 147338699  | OOPT-MBG327.11-OGM2
 3544283428 | 2498605032 | 147328004  |   45 |           45 | 32711003 | 147338699  | OOPT-MBG327.11-OGM2
 3544284386 | 2498634822 | 148251525  |   50 |           50 | 32712002 | 148262220  | OOPT-MBG327.12-OGM1
 3544284386 | 2498634822 | 148251525  |   50 |           50 | 32712003 | 148262220  | OOPT-MBG327.12-OGM1
 3544284387 | 2498634822 | 148251525  |   50 |           50 | 32712002 | 148262220  | OOPT-MBG327.12-OGM1
 3544284387 | 2498634822 | 148251525  |   50 |           50 | 32712003 | 148262220  | OOPT-MBG327.12-OGM1
 3544284388 | 2498634823 | 148251525  |   50 |           50 | 32712002 | 148262220  | OOPT-MBG327.12-OGM2
 3544284388 | 2498634823 | 148251525  |   50 |           50 | 32712003 | 148262220  | OOPT-MBG327.12-OGM2
 3544284389 | 2498634823 | 148251525  |   50 |           50 | 32712002 | 148262220  | OOPT-MBG327.12-OGM2
 3544284389 | 2498634823 | 148251525  |   50 |           50 | 32712003 | 148262220  | OOPT-MBG327.12-OGM2
 3544285347 | 2498664613 | 149175046  |   40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM1
 3544285347 | 2498664613 | 149175046  |   40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM1
 3544285348 | 2498664613 | 149175046  |   40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM1
 3544285348 | 2498664613 | 149175046  |   40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM1
 3544285349 | 2498664614 | 149175046  |   40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM2
 3544285349 | 2498664614 | 149175046  |   40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM2
 3544285350 | 2498664614 | 149175046  |   40 |           40 | 32713002 | 149185741  | OOPT-MBG327.13-OGM2
 3544285350 | 2498664614 | 149175046  |   40 |           40 | 32713003 | 149185741  | OOPT-MBG327.13-OGM2
 3544286308 | 2498694404 | 150098567  |   40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM1
 3544286308 | 2498694404 | 150098567  |   40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM1
 3544286309 | 2498694404 | 150098567  |   40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM1
 3544286309 | 2498694404 | 150098567  |   40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM1
 3544286310 | 2498694405 | 150098567  |   40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM2
 3544286310 | 2498694405 | 150098567  |   40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM2
 3544286311 | 2498694405 | 150098567  |   40 |           40 | 32714002 | 150109262  | OOPT-MBG327.14-OGM2
 3544286311 | 2498694405 | 150098567  |   40 |           40 | 32714003 | 150109262  | OOPT-MBG327.14-OGM2
 3544287269 | 2498724195 | 151022088  |   40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM1
 3544287269 | 2498724195 | 151022088  |   40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM1
 3544287269 | 2498724195 | 151022088  |   40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM1
 3544287269 | 2498724195 | 151022088  |   40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM1
 3544287270 | 2498724195 | 151022088  |   40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM1
 3544287270 | 2498724195 | 151022088  |   40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM1
 3544287270 | 2498724195 | 151022088  |   40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM1
 3544287270 | 2498724195 | 151022088  |   40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM1
 3544287271 | 2498724196 | 151022088  |   40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM2
 3544287271 | 2498724196 | 151022088  |   40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM2
 3544287271 | 2498724196 | 151022088  |   40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM2
 3544287271 | 2498724196 | 151022088  |   40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM2
 3544287272 | 2498724196 | 151022088  |   40 |           40 | 32715002 | 151032783  | OOPT-MBG327.15-OGM2
 3544287272 | 2498724196 | 151022088  |   40 |           40 | 32715003 | 151032783  | OOPT-MBG327.15-OGM2
 3544287272 | 2498724196 | 151022088  |   40 |           40 | 32715004 | 151032783  | OOPT-MBG327.15-OGM2
 3544287272 | 2498724196 | 151022088  |   40 |           40 | 32715005 | 151032783  | OOPT-MBG327.15-OGM2
 3544288230 | 2498753986 | 151945609  |   48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM1
 3544288230 | 2498753986 | 151945609  |   48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM1
 3544288231 | 2498753986 | 151945609  |   48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM1
 3544288231 | 2498753986 | 151945609  |   48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM1
 3544288232 | 2498753987 | 151945609  |   48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM2
 3544288232 | 2498753987 | 151945609  |   48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM2
 3544288233 | 2498753987 | 151945609  |   48 |           48 | 32716002 | 151956304  | OOPT-MBG327.16-OGM2
 3544288233 | 2498753987 | 151945609  |   48 |           48 | 32716003 | 151956304  | OOPT-MBG327.16-OGM2
 3544289191 | 2498783777 | 152869130  |   50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM1
 3544289191 | 2498783777 | 152869130  |   50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM1
 3544289192 | 2498783777 | 152869130  |   50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM1
 3544289192 | 2498783777 | 152869130  |   50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM1
 3544289193 | 2498783778 | 152869130  |   50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM2
 3544289193 | 2498783778 | 152869130  |   50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM2
 3544289194 | 2498783778 | 152869130  |   50 |           50 | 32717002 | 152879825  | OOPT-MBG327.17-OGM2
 3544289194 | 2498783778 | 152869130  |   50 |           50 | 32717003 | 152879825  | OOPT-MBG327.17-OGM2
 3544290152 | 2498813568 | 153792651  |   17 |           17 | 32718002 | 153803346  | OOPT-MBG327.18-OGM1
 3544290152 | 2498813568 | 153792651  |   17 |           17 | 32718003 | 153803346  | OOPT-MBG327.18-OGM1
 3544290153 | 2498813568 | 153792651  |   17 |           17 | 32718002 | 153803346  | OOPT-MBG327.18-OGM1
 3544290153 | 2498813568 | 153792651  |   17 |           17 | 32718003 | 153803346  | OOPT-MBG327.18-OGM1
 3544290154 | 2498813569 | 153792651  |   17 |           17 | 32718002 | 153803346  | OOPT-MBG327.18-OGM2
 3544290154 | 2498813569 | 153792651  |   17 |           17 | 32718003 | 153803346  | OOPT-MBG327.18-OGM2
 3544290155 | 2498813569 | 153792651  |   17 |           17 | 32718002 | 153803346  | OOPT-MBG327.18-OGM2
 3544290155 | 2498813569 | 153792651  |   17 |           17 | 32718003 | 153803346  | OOPT-MBG327.18-OGM2
 3544291113 | 2498843359 | 154716172  |   17 |           17 | 32719002 | 154726867  | OOPT-MBG327.19-OGM1
 3544291113 | 2498843359 | 154716172  |   17 |           17 | 32719003 | 154726867  | OOPT-MBG327.19-OGM1
 3544291114 | 2498843359 | 154716172  |   17 |           17 | 32719002 | 154726867  | OOPT-MBG327.19-OGM1
 3544291114 | 2498843359 | 154716172  |   17 |           17 | 32719003 | 154726867  | OOPT-MBG327.19-OGM1
 3544291115 | 2498843360 | 154716172  |   17 |           17 | 32719002 | 154726867  | OOPT-MBG327.19-OGM2
 3544291115 | 2498843360 | 154716172  |   17 |           17 | 32719003 | 154726867  | OOPT-MBG327.19-OGM2
 3544291116 | 2498843360 | 154716172  |   17 |           17 | 32719002 | 154726867  | OOPT-MBG327.19-OGM2
 3544291116 | 2498843360 | 154716172  |   17 |           17 | 32719003 | 154726867  | OOPT-MBG327.19-OGM2
 3544312255 | 2499498761 | 175033634  |   17 |           17 | 32720002 | 175044329  | OOPT-MBG327.20-OGM1
 3544312255 | 2499498761 | 175033634  |   17 |           17 | 32720003 | 175044329  | OOPT-MBG327.20-OGM1
 3544312256 | 2499498761 | 175033634  |   17 |           17 | 32720002 | 175044329  | OOPT-MBG327.20-OGM1
 3544312256 | 2499498761 | 175033634  |   17 |           17 | 32720003 | 175044329  | OOPT-MBG327.20-OGM1
 3544312257 | 2499498762 | 175033634  |   17 |           17 | 32720002 | 175044329  | OOPT-MBG327.20-OGM2
 3544312257 | 2499498762 | 175033634  |   17 |           17 | 32720003 | 175044329  | OOPT-MBG327.20-OGM2
 3544312258 | 2499498762 | 175033634  |   17 |           17 | 32720002 | 175044329  | OOPT-MBG327.20-OGM2
 3544312258 | 2499498762 | 175033634  |   17 |           17 | 32720003 | 175044329  | OOPT-MBG327.20-OGM2
 3544313216 | 2499528552 | 175957155  |   68 |           68 | 32721002 | 175967850  | OOPT-MBG327.21-OGM1
 3544313216 | 2499528552 | 175957155  |   68 |           68 | 32721003 | 175967850  | OOPT-MBG327.21-OGM1
 3544313217 | 2499528552 | 175957155  |   68 |           68 | 32721002 | 175967850  | OOPT-MBG327.21-OGM1
 3544313217 | 2499528552 | 175957155  |   68 |           68 | 32721003 | 175967850  | OOPT-MBG327.21-OGM1
 3544313218 | 2499528553 | 175957155  |   33 |           33 | 32721002 | 175967850  | OOPT-MBG327.21-OGM2
 3544313218 | 2499528553 | 175957155  |   33 |           33 | 32721003 | 175967850  | OOPT-MBG327.21-OGM2
 3544313219 | 2499528553 | 175957155  |   68 |           68 | 32721002 | 175967850  | OOPT-MBG327.21-OGM2
 3544313219 | 2499528553 | 175957155  |   68 |           68 | 32721003 | 175967850  | OOPT-MBG327.21-OGM2
 991180816  | 661835420  | 3337012143 |   50 |   49.3103448 | 33401002 | 3337022838 | OOPT-GEX334.01-OGM1
 991180816  | 661835420  | 3337012143 |   50 |   49.3103448 | 33401003 | 3337022838 | OOPT-GEX334.01-OGM1
 991180817  | 661835420  | 3337012144 |   50 |   49.3103448 | 33401002 | 3337022838 | OOPT-GEX334.01-OGM1
 991180817  | 661835420  | 3337012144 |   50 |   49.3103448 | 33401003 | 3337022838 | OOPT-GEX334.01-OGM1
 991180818  | 661835421  | 3337012143 |   50 |   49.3103448 | 33401002 | 3337022838 | OOPT-GEX334.01-OGM2
 991180818  | 661835421  | 3337012143 |   50 |   49.3103448 | 33401003 | 3337022838 | OOPT-GEX334.01-OGM2
 991180819  | 661835421  | 3337012144 |   50 |   49.3103448 | 33401002 | 3337022838 | OOPT-GEX334.01-OGM2
 991180819  | 661835421  | 3337012144 |   50 |   49.3103448 | 33401003 | 3337022838 | OOPT-GEX334.01-OGM2
 991181777  | 661865211  | 3337935664 |   40 |   39.3103448 | 33402002 | 3337946359 | OOPT-GEX334.02-OGM1
 991181777  | 661865211  | 3337935664 |   40 |   39.3103448 | 33402003 | 3337946359 | OOPT-GEX334.02-OGM1
 991181778  | 661865211  | 3337935665 |   50 |   49.3103448 | 33402002 | 3337946359 | OOPT-GEX334.02-OGM1
 991181778  | 661865211  | 3337935665 |   50 |   49.3103448 | 33402003 | 3337946359 | OOPT-GEX334.02-OGM1
 991181779  | 661865212  | 3337935664 |   50 |   49.3103448 | 33402002 | 3337946359 | OOPT-GEX334.02-OGM2
 991181779  | 661865212  | 3337935664 |   50 |   49.3103448 | 33402003 | 3337946359 | OOPT-GEX334.02-OGM2
 991181780  | 661865212  | 3337935665 |   50 |   49.3103448 | 33402002 | 3337946359 | OOPT-GEX334.02-OGM2
 991181780  | 661865212  | 3337935665 |   50 |   49.3103448 | 33402003 | 3337946359 | OOPT-GEX334.02-OGM2
 991182738  | 661895002  | 3338859185 |   50 |   49.3103448 | 33403002 | 3338869880 | OOPT-GEX334.03-OGM1
 991182738  | 661895002  | 3338859185 |   50 |   49.3103448 | 33403003 | 3338869880 | OOPT-GEX334.03-OGM1
 991182739  | 661895002  | 3338859186 |   50 |   49.3103448 | 33403002 | 3338869880 | OOPT-GEX334.03-OGM1
 991182739  | 661895002  | 3338859186 |   50 |   49.3103448 | 33403003 | 3338869880 | OOPT-GEX334.03-OGM1
 991182740  | 661895003  | 3338859185 |   25 |   24.8275862 | 33403002 | 3338869880 | OOPT-GEX334.03-OGM2
 991182740  | 661895003  | 3338859185 |   25 |   24.8275862 | 33403003 | 3338869880 | OOPT-GEX334.03-OGM2
 991182741  | 661895003  | 3338859186 |   50 |   49.3103448 | 33403002 | 3338869880 | OOPT-GEX334.03-OGM2
 991182741  | 661895003  | 3338859186 |   50 |   49.3103448 | 33403003 | 3338869880 | OOPT-GEX334.03-OGM2
 991183699  | 661924793  | 3339782706 |   50 |   49.3103448 | 33404002 | 3339793401 | OOPT-GEX334.04-OGM1
 991183699  | 661924793  | 3339782706 |   50 |   49.3103448 | 33404003 | 3339793401 | OOPT-GEX334.04-OGM1
 991183701  | 661924794  | 3339782706 |   50 |   49.3103448 | 33404002 | 3339793401 | OOPT-GEX334.04-OGM2
 991183701  | 661924794  | 3339782706 |   50 |   49.3103448 | 33404003 | 3339793401 | OOPT-GEX334.04-OGM2
 991183702  | 661924794  | 3339782707 |   50 |   49.3103448 | 33404002 | 3339793401 | OOPT-GEX334.04-OGM2
 991183702  | 661924794  | 3339782707 |   50 |   49.3103448 | 33404003 | 3339793401 | OOPT-GEX334.04-OGM2
 991184660  | 661954584  | 3340706227 |   50 |   49.3103448 | 33405002 | 3340716922 | OOPT-GEX334.05-OGM1
 991184660  | 661954584  | 3340706227 |   50 |   49.3103448 | 33405003 | 3340716922 | OOPT-GEX334.05-OGM1
 991184661  | 661954584  | 3340706228 |   50 |   49.3103448 | 33405002 | 3340716922 | OOPT-GEX334.05-OGM1
 991184661  | 661954584  | 3340706228 |   50 |   49.3103448 | 33405003 | 3340716922 | OOPT-GEX334.05-OGM1
 991184662  | 661954585  | 3340706227 |   50 |   49.3103448 | 33405002 | 3340716922 | OOPT-GEX334.05-OGM2
 991184662  | 661954585  | 3340706227 |   50 |   49.3103448 | 33405003 | 3340716922 | OOPT-GEX334.05-OGM2
 991188504  | 662073748  | 3344400311 |   50 |   49.3103448 | 33409002 | 3344411006 | OOPT-GEX334.09-OGM1
 991188504  | 662073748  | 3344400311 |   50 |   49.3103448 | 33409003 | 3344411006 | OOPT-GEX334.09-OGM1
 991188505  | 662073748  | 3344400312 |   37 |   31.0344828 | 33409002 | 3344411006 | OOPT-GEX334.09-OGM1
 991188505  | 662073748  | 3344400312 |   37 |   31.0344828 | 33409003 | 3344411006 | OOPT-GEX334.09-OGM1
 991188506  | 662073749  | 3344400311 |   25 |   24.8275862 | 33409002 | 3344411006 | OOPT-GEX334.09-OGM2
 991188506  | 662073749  | 3344400311 |   25 |   24.8275862 | 33409003 | 3344411006 | OOPT-GEX334.09-OGM2
 991188507  | 662073749  | 3344400312 |   50 |   49.3103448 | 33409002 | 3344411006 | OOPT-GEX334.09-OGM2
 991188507  | 662073749  | 3344400312 |   50 |   49.3103448 | 33409003 | 3344411006 | OOPT-GEX334.09-OGM2
 991209646  | 662729150  | 3364717773 |   50 |   49.3103448 | 33410002 | 3364728468 | OOPT-GEX334.10-OGM1
 991209646  | 662729150  | 3364717773 |   50 |   49.3103448 | 33410003 | 3364728468 | OOPT-GEX334.10-OGM1
 991209647  | 662729150  | 3364717774 |   50 |   49.3103448 | 33410002 | 3364728468 | OOPT-GEX334.10-OGM1
 991209647  | 662729150  | 3364717774 |   50 |   49.3103448 | 33410003 | 3364728468 | OOPT-GEX334.10-OGM1
 991209648  | 662729151  | 3364717773 |   37 |   33.1034483 | 33410002 | 3364728468 | OOPT-GEX334.10-OGM2
 991209648  | 662729151  | 3364717773 |   37 |   33.1034483 | 33410003 | 3364728468 | OOPT-GEX334.10-OGM2
 991209649  | 662729151  | 3364717774 |   50 |   49.3103448 | 33410002 | 3364728468 | OOPT-GEX334.10-OGM2
 991209649  | 662729151  | 3364717774 |   50 |   49.3103448 | 33410003 | 3364728468 | OOPT-GEX334.10-OGM2
 57971789   | 1797126655 | 4171302060 |   16 |           16 | 33501002 | 4171312755 | OOPT-GSD335.01-OGM1
 57971789   | 1797126655 | 4171302061 |   16 |           16 | 33501002 | 4171312755 | OOPT-GSD335.01-OGM2
 57972750   | 1797156446 | 4172225581 |   18 |           18 | 33502002 | 4172236276 | OOPT-GSD335.02-OGM1
 57972750   | 1797156446 | 4172225582 |   18 |           18 | 33502002 | 4172236276 | OOPT-GSD335.02-OGM2
 57974672   | 1797216028 | 4174072623 |   16 |           16 | 33504002 | 4174083318 | OOPT-GSD335.04-OGM1
 57974672   | 1797216028 | 4174072624 |   16 |           16 | 33504002 | 4174083318 | OOPT-GSD335.04-OGM2
 57976594   | 1797275610 | 4175919665 |   16 |           16 | 33506002 | 4175930360 | OOPT-GSD335.06-OGM1
 57976594   | 1797275610 | 4175919666 |   16 |           16 | 33506002 | 4175930360 | OOPT-GSD335.06-OGM2
 57977555   | 1797305401 | 4176843186 |   16 |           16 | 33507002 | 4176853881 | OOPT-GSD335.07-OGM1
 57977555   | 1797305401 | 4176843187 |   16 |           16 | 33507002 | 4176853881 | OOPT-GSD335.07-OGM2
 57978516   | 1797335192 | 4177766707 |   17 |           17 | 33508002 | 4177777402 | OOPT-GSD335.08-OGM1
