    item    |   source   |    dest    | qty | unroundedqty |   uom    | ordergroup |  ordergroupmember   
 1072579911 | 3185207208 | 4252126305 |   4 |            4 | 41401002 | 4252137000 | OOPT-FBK414.01-OGM2
 1072579911 | 3185207208 | 4252126305 |   4 |            4 | 41401002 | 4252137000 | OOPT-FBK414.01-OGM2
 1072579911 | 3185207208 | 4252126305 |   4 |            4 | 41401002 | 4252137000 | OOPT-FBK414.01-OGM2
 1072580867 | 3185236999 | 4253049826 |  10 |           10 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580867 | 3185236999 | 4253049826 |  10 |           10 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580867 | 3185236999 | 4253049826 |  10 |           10 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580868 | 3185236999 | 4253049826 |   2 |            2 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580868 | 3185236999 | 4253049826 |   2 |            2 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580868 | 3185236999 | 4253049826 |   2 |            2 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580869 | 3185236999 | 4253049826 |   9 |            9 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580869 | 3185236999 | 4253049826 |   9 |            9 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM1
 1072580870 | 3185236999 | 4253049826 |   5 |            5 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM2
 1072580870 | 3185236999 | 4253049826 |   5 |            5 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM2
 1072580871 | 3185236999 | 4253049826 |   2 |            2 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM2
 1072580871 | 3185236999 | 4253049826 |   2 |            2 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM2
 1072580872 | 3185236999 | 4253049826 |   4 |            4 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM2
 1072580872 | 3185236999 | 4253049826 |   4 |            4 | 41402002 | 4253060521 | OOPT-FBK414.02-OGM2
 1072581828 | 3185266790 | 4253973347 |  10 |           10 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM1
 1072581828 | 3185266790 | 4253973347 |  10 |           10 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM1
 1072581828 | 3185266790 | 4253973347 |  10 |           10 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM1
 1072581831 | 3185266790 | 4253973347 |   5 |            5 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581831 | 3185266790 | 4253973347 |   5 |            5 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581831 | 3185266790 | 4253973347 |   5 |            5 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581832 | 3185266790 | 4253973347 |   2 |            2 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581832 | 3185266790 | 4253973347 |   2 |            2 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581832 | 3185266790 | 4253973347 |   2 |            2 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581833 | 3185266790 | 4253973347 |   4 |            4 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581833 | 3185266790 | 4253973347 |   4 |            4 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072581833 | 3185266790 | 4253973347 |   4 |            4 | 41403002 | 4253984042 | OOPT-FBK414.03-OGM2
 1072582789 | 3185296581 | 4254896868 |  20 |           20 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM1
 1072582792 | 3185296581 | 4254896868 |   5 |            5 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582792 | 3185296581 | 4254896868 |   5 |            5 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582792 | 3185296581 | 4254896868 |   5 |            5 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582793 | 3185296581 | 4254896868 |   2 |            2 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582793 | 3185296581 | 4254896868 |   2 |            2 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582793 | 3185296581 | 4254896868 |   2 |            2 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582794 | 3185296581 | 4254896868 |   4 |            4 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582794 | 3185296581 | 4254896868 |   4 |            4 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072582794 | 3185296581 | 4254896868 |   4 |            4 | 41404002 | 4254907563 | OOPT-FBK414.04-OGM2
 1072583750 | 3185326372 | 4255820389 |  10 |            8 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM1
 1072583750 | 3185326372 | 4255820389 |  18 |            8 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM1
 1072583753 | 3185326372 | 4255820389 |   5 |            5 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583753 | 3185326372 | 4255820389 |   5 |            5 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583753 | 3185326372 | 4255820389 |   5 |            5 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583754 | 3185326372 | 4255820389 |   2 |            2 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583754 | 3185326372 | 4255820389 |   2 |            2 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583754 | 3185326372 | 4255820389 |   2 |            2 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583755 | 3185326372 | 4255820389 |   4 |            4 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583755 | 3185326372 | 4255820389 |   4 |            4 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072583755 | 3185326372 | 4255820389 |   4 |            4 | 41405002 | 4255831084 | OOPT-FBK414.05-OGM2
 1072584712 | 3185356163 | 4256743910 |   4 |            4 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM1
 1072584712 | 3185356163 | 4256743910 |   4 |            4 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM1
 1072584713 | 3185356163 | 4256743910 |  18 |           18 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM1
 1072584713 | 3185356163 | 4256743910 |  18 |           18 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM1
 1072584714 | 3185356163 | 4256743910 |  10 |           10 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM2
 1072584714 | 3185356163 | 4256743910 |  10 |           10 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM2
 1072584715 | 3185356163 | 4256743910 |   4 |            4 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM2
 1072584715 | 3185356163 | 4256743910 |   4 |            4 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM2
 1072584716 | 3185356163 | 4256743910 |   8 |            8 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM2
 1072584716 | 3185356163 | 4256743910 |   8 |            8 | 41406002 | 4256754605 | OOPT-FBK414.06-OGM2
 1072585672 | 3185385954 | 4257667431 |  10 |           10 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585672 | 3185385954 | 4257667431 |  10 |           10 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585672 | 3185385954 | 4257667431 |  10 |           10 | 41407003 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585673 | 3185385954 | 4257667431 |   2 |            2 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585673 | 3185385954 | 4257667431 |   2 |            2 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585673 | 3185385954 | 4257667431 |   2 |            2 | 41407003 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585674 | 3185385954 | 4257667431 |   9 |            9 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585674 | 3185385954 | 4257667431 |   9 |            9 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585674 | 3185385954 | 4257667431 |   9 |            9 | 41407003 | 4257678126 | OOPT-FBK414.07-OGM1
 1072585675 | 3185385954 | 4257667431 |   5 |            5 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585675 | 3185385954 | 4257667431 |   5 |            5 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585675 | 3185385954 | 4257667431 |   5 |            5 | 41407003 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585676 | 3185385954 | 4257667431 |   2 |            2 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585676 | 3185385954 | 4257667431 |   2 |            2 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585676 | 3185385954 | 4257667431 |   2 |            2 | 41407003 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585677 | 3185385954 | 4257667431 |   4 |            4 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585677 | 3185385954 | 4257667431 |   4 |            4 | 41407002 | 4257678126 | OOPT-FBK414.07-OGM2
 1072585677 | 3185385954 | 4257667431 |   4 |            4 | 41407003 | 4257678126 | OOPT-FBK414.07-OGM2
 1072586633 | 3185415745 | 4258590952 |  40 |           40 | 41408002 | 4258601647 | OOPT-FBK414.08-OGM1
 1072586634 | 3185415745 | 4258590952 |   8 |            8 | 41408002 | 4258601647 | OOPT-FBK414.08-OGM1
 1072586635 | 3185415745 | 4258590952 |  36 |           36 | 41408002 | 4258601647 | OOPT-FBK414.08-OGM1
 1072586636 | 3185415745 | 4258590952 |  20 |           20 | 41408002 | 4258601647 | OOPT-FBK414.08-OGM2
 1072586637 | 3185415745 | 4258590952 |   8 |            8 | 41408002 | 4258601647 | OOPT-FBK414.08-OGM2
 1072586638 | 3185415745 | 4258590952 |  16 |           16 | 41408002 | 4258601647 | OOPT-FBK414.08-OGM2
 1072587594 | 3185445536 | 4259514473 |  10 |           10 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM1
 1072587595 | 3185445536 | 4259514473 |   2 |            2 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM1
 1072587596 | 3185445536 | 4259514473 |   9 |            9 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM1
 1072587594 | 3185445537 | 4259514473 |  10 |           10 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM2
 1072587594 | 3185445537 | 4259514473 |  10 |           10 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM2
 1072587595 | 3185445537 | 4259514473 |   2 |            2 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM2
 1072587595 | 3185445537 | 4259514473 |   2 |            2 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM2
 1072587596 | 3185445537 | 4259514473 |   9 |            9 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM2
 1072587596 | 3185445537 | 4259514473 |   9 |            9 | 41409002 | 4259525168 | OOPT-FBK414.09-OGM2
 1072608736 | 3186100938 | 4279831935 |  10 |           10 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM1
 1072608737 | 3186100938 | 4279831935 |   2 |            2 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM1
 1072608738 | 3186100938 | 4279831935 |   9 |            9 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM1
 1072608736 | 3186100938 | 4279831936 |  15 |           15 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM2
 1072608736 | 3186100938 | 4279831936 |   5 |            5 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM2
 1072608737 | 3186100938 | 4279831936 |  12 |           12 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM2
 1072608737 | 3186100938 | 4279831936 |   2 |            2 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM2
 1072608738 | 3186100938 | 4279831936 |  14 |           14 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM2
 1072608738 | 3186100938 | 4279831936 |   4 |            4 | 41410002 | 4279842630 | OOPT-FBK414.10-OGM2
 1072609697 | 3186130729 | 4280755456 |  10 |           10 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM1
 1072609697 | 3186130729 | 4280755456 |  10 |           10 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM1
 1072609698 | 3186130729 | 4280755456 |   2 |            2 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM1
 1072609698 | 3186130729 | 4280755456 |   2 |            2 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM1
 1072609699 | 3186130729 | 4280755456 |   9 |            9 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM1
 1072609699 | 3186130729 | 4280755456 |   9 |            9 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM1
 1072609700 | 3186130729 | 4280755456 |   5 |            5 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM2
 1072609700 | 3186130729 | 4280755456 |   5 |            5 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM2
 1072609701 | 3186130729 | 4280755456 |   2 |            2 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM2
 1072609701 | 3186130729 | 4280755456 |   2 |            2 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM2
 1072609702 | 3186130729 | 4280755456 |   4 |            4 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM2
 1072609702 | 3186130729 | 4280755456 |   4 |            4 | 41411002 | 4280766151 | OOPT-FBK414.11-OGM2
 1072610658 | 3186160520 | 4281678977 |   8 |            8 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610658 | 3186160520 | 4281678977 |  10 |           10 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610658 | 3186160520 | 4281678977 |  10 |           10 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610659 | 3186160520 | 4281678977 |   4 |            4 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610659 | 3186160520 | 4281678977 |   2 |            2 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610659 | 3186160520 | 4281678977 |   2 |            2 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610660 | 3186160520 | 4281678977 |   9 |            9 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610660 | 3186160520 | 4281678977 |   9 |            9 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610660 | 3186160520 | 4281678977 |   9 |            9 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM1
 1072610661 | 3186160520 | 4281678977 |   5 |            5 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610661 | 3186160520 | 4281678977 |   5 |            5 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610661 | 3186160520 | 4281678977 |   5 |            5 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610662 | 3186160520 | 4281678977 |   2 |            2 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610662 | 3186160520 | 4281678977 |   2 |            2 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610662 | 3186160520 | 4281678977 |   2 |            2 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610663 | 3186160520 | 4281678977 |   4 |            4 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610663 | 3186160520 | 4281678977 |   4 |            4 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072610663 | 3186160520 | 4281678977 |   4 |            4 | 41412002 | 4281689672 | OOPT-FBK414.12-OGM2
 1072611619 | 3186190311 | 4282602498 |  10 |           10 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM1
 1072611619 | 3186190311 | 4282602498 |  10 |           10 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM1
 1072611620 | 3186190311 | 4282602498 |   2 |            2 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM1
 1072611620 | 3186190311 | 4282602498 |   2 |            2 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM1
 1072611621 | 3186190311 | 4282602498 |   9 |            9 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM1
 1072611621 | 3186190311 | 4282602498 |   9 |            9 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM1
 1072611622 | 3186190311 | 4282602498 |   5 |            5 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM2
 1072611622 | 3186190311 | 4282602498 |   5 |            5 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM2
 1072611623 | 3186190311 | 4282602498 |   2 |            2 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM2
 1072611623 | 3186190311 | 4282602498 |   2 |            2 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM2
 1072611624 | 3186190311 | 4282602498 |   4 |            4 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM2
 1072611624 | 3186190311 | 4282602498 |   4 |            4 | 41413002 | 4282613193 | OOPT-FBK414.13-OGM2
 1072612580 | 3186220102 | 4283526019 |  30 |           30 | 41414002 | 4283536714 | OOPT-FBK414.14-OGM1
 1072612581 | 3186220102 | 4283526019 |   6 |            6 | 41414002 | 4283536714 | OOPT-FBK414.14-OGM1
 1072612582 | 3186220103 | 4283526019 |  37 |           37 | 41414002 | 4283536715 | OOPT-FBK414.14-OGM1
 1072612583 | 3186220103 | 4283526019 |  25 |           25 | 41414002 | 4283536715 | OOPT-FBK414.14-OGM1
 1072612584 | 3186220104 | 4283526019 |  16 |           16 | 41414002 | 4283536716 | OOPT-FBK414.14-OGM1
 1072612585 | 3186220104 | 4283526019 |  22 |           22 | 41414002 | 4283536716 | OOPT-FBK414.14-OGM1
 1072613543 | 3186249893 | 4284449541 |  19 |           19 | 41415002 | 4284460236 | OOPT-FBK414.15-OGM1
 1072613544 | 3186249893 | 4284449541 |  15 |           15 | 41415002 | 4284460236 | OOPT-FBK414.15-OGM1
 1072613545 | 3186249893 | 4284449542 |  12 |           12 | 41415002 | 4284460237 | OOPT-FBK414.15-OGM1
 1072613546 | 3186249893 | 4284449542 |  14 |           14 | 41415002 | 4284460237 | OOPT-FBK414.15-OGM1
 1072614502 | 3186279684 | 4285373061 |  20 |           20 | 41416002 | 4285383756 | OOPT-FBK414.16-OGM1
 1072614503 | 3186279684 | 4285373061 |  12 |           12 | 41416002 | 4285383756 | OOPT-FBK414.16-OGM1
 1072614504 | 3186279684 | 4285373061 |  19 |           19 | 41416002 | 4285383756 | OOPT-FBK414.16-OGM1
 1072614505 | 3186279684 | 4285373061 |  15 |           15 | 41416002 | 4285383756 | OOPT-FBK414.16-OGM2
 1072614506 | 3186279684 | 4285373061 |  12 |           12 | 41416002 | 4285383756 | OOPT-FBK414.16-OGM2
 1072614507 | 3186279684 | 4285373061 |  14 |           14 | 41416002 | 4285383756 | OOPT-FBK414.16-OGM2
 1072615463 | 3186309475 | 4286296582 |   8 |            8 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM1
 1072615464 | 3186309475 | 4286296582 |   2 |            2 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM1
 1072615465 | 3186309475 | 4286296582 |  19 |           19 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM1
 1072615465 | 3186309475 | 4286296582 |  11 |            9 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM1
 1072615466 | 3186309475 | 4286296582 |   5 |            5 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM2
 1072615467 | 3186309475 | 4286296582 |  12 |           12 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM2
 1072615467 | 3186309475 | 4286296582 |   2 |            2 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM2
 1072615468 | 3186309475 | 4286296582 |  14 |           14 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM2
 1072615468 | 3186309475 | 4286296582 |   4 |            4 | 41417002 | 4286307277 | OOPT-FBK414.17-OGM2
 1072616424 | 3186339266 | 4287220103 |  70 |           70 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616424 | 3186339266 | 4287220103 |  70 |           70 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616424 | 3186339266 | 4287220103 |  70 |           70 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616425 | 3186339266 | 4287220103 |   2 |            2 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616425 | 3186339266 | 4287220103 |   2 |            2 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616425 | 3186339266 | 4287220103 |   2 |            2 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616426 | 3186339266 | 4287220103 |   9 |            9 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616426 | 3186339266 | 4287220103 |   9 |            9 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616426 | 3186339266 | 4287220103 |   9 |            9 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM1
 1072616427 | 3186339266 | 4287220103 |   5 |            5 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616427 | 3186339266 | 4287220103 |   5 |            5 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616427 | 3186339266 | 4287220103 |   5 |            5 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616428 | 3186339266 | 4287220103 |   2 |            2 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616428 | 3186339266 | 4287220103 |   2 |            2 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616428 | 3186339266 | 4287220103 |   2 |            2 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616429 | 3186339266 | 4287220103 |   4 |            4 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616429 | 3186339266 | 4287220103 |   4 |            4 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072616429 | 3186339266 | 4287220103 |   4 |            4 | 41418002 | 4287230798 | OOPT-FBK414.18-OGM2
 1072617385 | 3186369057 | 4288143624 |  10 |           10 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617385 | 3186369057 | 4288143624 |  10 |           10 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617385 | 3186369057 | 4288143624 |  10 |           10 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617386 | 3186369057 | 4288143624 |   2 |            2 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617386 | 3186369057 | 4288143624 |   2 |            2 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617386 | 3186369057 | 4288143624 |   2 |            2 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617387 | 3186369057 | 4288143624 |   9 |            9 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617387 | 3186369057 | 4288143624 |   9 |            9 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617387 | 3186369057 | 4288143624 |   9 |            9 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM1
 1072617388 | 3186369057 | 4288143624 |   5 |            5 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617388 | 3186369057 | 4288143624 |   5 |            5 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617388 | 3186369057 | 4288143624 |   5 |            5 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617389 | 3186369057 | 4288143624 |   2 |            2 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617389 | 3186369057 | 4288143624 |   2 |            2 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617389 | 3186369057 | 4288143624 |   2 |            2 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617390 | 3186369057 | 4288143624 |   4 |            4 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617390 | 3186369057 | 4288143624 |   4 |            4 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
 1072617390 | 3186369057 | 4288143624 |   4 |            4 | 41419002 | 4288154319 | OOPT-FBK414.19-OGM2
(229 rows)

