    item    |    dest    | adjskucovdur | arrivcovdur |   avgreplenqty   |    deliverydate     |    departuredate    | loaddur | precisionbuildsw | precisionloadsw |    stocklowdate     | stocklowdur |    stockoutdate     | stockoutdur | stockoutqty | stocklowqty |  sysorderpointdate  | sysorderuptoleveldate | totalleadtime | transitdur | unloaddur 
 1072580867 | 4253049826 |         1440 |        1440 |               10 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072580868 | 4253049826 |         1440 |        1440 |                2 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072580868 | 4253049826 |         1440 |        1440 |                2 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072580868 | 4253049826 |         1440 |        1440 |                2 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072580869 | 4253049826 |         1440 |        1440 |                9 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072580869 | 4253049826 |         1440 |        1440 |                9 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072580870 | 4253049826 |         1440 |        1440 |                5 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072580870 | 4253049826 |         1440 |        1440 |                5 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072580871 | 4253049826 |         1440 |        1440 |                2 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072580871 | 4253049826 |         1440 |        1440 |                2 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072580872 | 4253049826 |         1440 |        1440 |                4 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072580872 | 4253049826 |         1440 |        1440 |                4 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072581828 | 4253973347 |         1440 |        1440 |               10 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072581828 | 4253973347 |         1440 |        1440 |               10 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072581828 | 4253973347 |         1440 |        1440 |               10 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072581831 | 4253973347 |         1440 |        1440 |                5 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072581831 | 4253973347 |         1440 |        1440 |                5 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072581831 | 4253973347 |         1440 |        1440 |                5 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072581832 | 4253973347 |         1440 |        1440 |                2 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072581832 | 4253973347 |         1440 |        1440 |                2 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072581832 | 4253973347 |         1440 |        1440 |                2 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072581833 | 4253973347 |         1440 |        1440 |                4 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072581833 | 4253973347 |         1440 |        1440 |                4 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072581833 | 4253973347 |         1440 |        1440 |                4 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582789 | 4254896868 |         1440 |        1440 |               10 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072582789 | 4254896868 |         1440 |        2880 |               10 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582789 | 4254896868 |         1440 |        1440 |               10 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582792 | 4254896868 |         1440 |        1440 |                5 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072582792 | 4254896868 |         1440 |        1440 |                5 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582792 | 4254896868 |         1440 |        1440 |                5 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582793 | 4254896868 |         1440 |        1440 |                2 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072582793 | 4254896868 |         1440 |        1440 |                2 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582793 | 4254896868 |         1440 |        1440 |                2 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582794 | 4254896868 |         1440 |        1440 |                4 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072582794 | 4254896868 |         1440 |        1440 |                4 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072582794 | 4254896868 |         1440 |        1440 |                4 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072583750 | 4255820389 |         1440 |        1728 |               10 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 04:48:00 |           0 | 2006-11-03 04:48:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072583750 | 4255820389 |         1440 |        2880 |               10 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072583750 | 4255820389 |         1440 |        1440 |               10 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072583753 | 4255820389 |         1440 |        1440 |                5 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072583753 | 4255820389 |         1440 |        1440 |                5 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072583753 | 4255820389 |         1440 |        1440 |                5 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072583754 | 4255820389 |         1440 |        1440 |                2 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072583754 | 4255820389 |         1440 |        1440 |                2 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072583754 | 4255820389 |         1440 |        1440 |                2 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072583755 | 4255820389 |         1440 |        1440 |                4 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00   |          2880 |       2880 |         0
 1072583755 | 4255820389 |         1440 |        1440 |                4 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072583755 | 4255820389 |         1440 |        1440 |                4 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-05 00:00:00 |           0 | 2006-11-05 00:00:00 |           0 |           0 |           0 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00   |          2880 |       2880 |         0
 1072584711 | 4256743910 |         1440 |           0 |               10 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-02 00:00:00 |           0 | 2006-11-02 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584711 | 4256743910 |         1440 |           0 |               10 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-03 00:00:00 |           0 | 2006-11-03 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584711 | 4256743910 |         1440 |           0 |               10 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-06 00:00:00 | 2006-11-06 00:00:00   |          2880 |       2880 |         0
 1072584712 | 4256743910 |         1440 |        2880 |                2 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584712 | 4256743910 |         1440 |        1440 |                2 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584712 | 4256743910 |         1440 |        2880 |                2 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-06 00:00:00 |           0 | 2006-11-06 00:00:00 |           0 |           0 |           0 | 2006-11-06 00:00:00 | 2006-11-06 00:00:00   |          2880 |       2880 |         0
 1072584713 | 4256743910 |         1440 |        2880 |                9 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584713 | 4256743910 |         1440 |        1440 |                9 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584713 | 4256743910 |         1440 |        2880 |                9 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-06 00:00:00 |           0 | 2006-11-06 00:00:00 |           0 |           0 |           0 | 2006-11-06 00:00:00 | 2006-11-06 00:00:00   |          2880 |       2880 |         0
 1072584714 | 4256743910 |         1440 |        2880 |                5 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584714 | 4256743910 |         1440 |        1440 |                5 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584714 | 4256743910 |         1440 |        2880 |                5 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-06 00:00:00 |           0 | 2006-11-06 00:00:00 |           0 |           0 |           0 | 2006-11-06 00:00:00 | 2006-11-06 00:00:00   |          2880 |       2880 |         0
 1072584715 | 4256743910 |         1440 |        2880 |                2 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584715 | 4256743910 |         1440 |        1440 |                2 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584715 | 4256743910 |         1440 |        2880 |                2 | 2006-11-04 00:00:00 | 2006-11-02 00:00:00 |       0 |                0 |               0 | 2006-11-06 00:00:00 |           0 | 2006-11-06 00:00:00 |           0 |           0 |           0 | 2006-11-06 00:00:00 | 2006-11-06 00:00:00   |          2880 |       2880 |         0
 1072584716 | 4256743910 |         1440 |        2880 |                4 | 2006-11-02 00:00:00 | 2006-10-31 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
 1072584716 | 4256743910 |         1440 |        1440 |                4 | 2006-11-03 00:00:00 | 2006-11-01 00:00:00 |       0 |                0 |               0 | 2006-11-04 00:00:00 |           0 | 2006-11-04 00:00:00 |           0 |           0 |           0 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00   |          2880 |       2880 |         0
