 ordergroup |  ordergroupmember   |    item    | exception |    exceptiondate    |                              descr                              |   source   |    dest    | transmode  
 4253060521 | OOPT-FBK414.02-OGM2 | 1072580871 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185236999 | 4253049826 | 3233943917
 4253060521 | OOPT-FBK414.02-OGM2 | 1072580872 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185236999 | 4253049826 | 3233943917
 4253060521 | OOPT-FBK414.02-OGM2 | 1072580872 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185236999 | 4253049826 | 3233943917
 4253984042 |                     |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 |                     |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 |                     |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM1 |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM1 |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM1 |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM1 | 1072581828 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM1 | 1072581828 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM1 | 1072581828 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581831 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581831 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581831 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581832 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581832 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581832 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581833 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581833 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4253984042 | OOPT-FBK414.03-OGM2 | 1072581833 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185266790 | 4253973347 | 2723409740
 4254907563 |                     |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185296581 | 4254896868 | 2212875563
 4254907563 |                     |            |      4056 | 2006-10-31 00:00:00 | Failed Validity - Out of Bounds                                 | 3185296581 | 4254896868 | 2212875563
 4254907563 |                     |            |      4056 | 2006-11-02 00:00:00 | Failed Validity - Out of Bounds                                 | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM1 |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM1 |            |      4053 | 2006-10-31 00:00:00 | Order Status is Other                                           | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM1 |            |      4053 | 2006-11-02 00:00:00 | Order Status is Other                                           | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM1 | 1072582789 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM1 | 1072582789 |      4251 | 2006-10-31 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM1 | 1072582789 |      4251 | 2006-11-02 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582792 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582792 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582792 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582793 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582793 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582793 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582794 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582794 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582794 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582792 |      4251 | 2006-10-31 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582792 |      4251 | 2006-11-01 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582792 |      4251 | 2006-11-02 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582793 |      4251 | 2006-10-31 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582793 |      4251 | 2006-11-01 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582793 |      4251 | 2006-11-02 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582794 |      4251 | 2006-10-31 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582794 |      4251 | 2006-11-01 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4254907563 | OOPT-FBK414.04-OGM2 | 1072582794 |      4251 | 2006-11-02 00:00:00 | SOQ Calculation impacted due to MaxCovDur or MaxOH              | 3185296581 | 4254896868 | 2212875563
 4255831084 |                     |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 |                     |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 |                     |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM1 |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM1 |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM1 |            |      4053 | 2006-11-02 00:00:00 | Order Status is Other                                           | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM1 | 1072583750 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM1 | 1072583750 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 |            |      4051 | 2006-11-01 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583753 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583753 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583753 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583754 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583754 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583754 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583755 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583755 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4255831084 | OOPT-FBK414.05-OGM2 | 1072583755 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185326372 | 4255820389 | 1702341388
 4256754605 |                     |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185356163 | 4256743910 | 1191807211
 4256754605 |                     |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185356163 | 4256743910 | 1191807211
 4256754605 |                     |            |      4071 | 2006-11-01 00:00:00 | Order Status is SKUs at risk but Order is not due               | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4043 | 2006-10-31 00:00:00 | SKU is expiring                                                 | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4043 | 2006-11-01 00:00:00 | SKU is expiring                                                 | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4043 | 2006-11-02 00:00:00 | SKU is expiring                                                 | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 |            |      4071 | 2006-11-01 00:00:00 | Order Status is SKUs at risk but Order is not due               | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4202 | 2006-11-01 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584712 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584712 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584713 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584713 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4206 | 2006-11-02 00:00:00 | SKU has Inventory at expiration date                            | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM1 | 1072584711 |      4206 | 2006-11-02 00:00:00 | SKU has Inventory at expiration date                            | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 |            |      4051 | 2006-10-31 00:00:00 | Order Status is Due                                             | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 |            |      4051 | 2006-11-02 00:00:00 | Order Status is Due                                             | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 |            |      4053 | 2006-11-01 00:00:00 | Order Status is Other                                           | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 | 1072584714 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 | 1072584714 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 | 1072584715 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 | 1072584715 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 | 1072584716 |      4202 | 2006-10-31 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4256754605 | OOPT-FBK414.06-OGM2 | 1072584716 |      4202 | 2006-11-02 00:00:00 | SKU at Risk                                                     | 3185356163 | 4256743910 | 1191807211
 4257678126 |                     |            |      4029 | 2006-10-31 00:00:00 | Unable to calculate Order Totals for a UOM                      | 3185385954 | 4257667431 | 681273034
 4257678126 |                     |            |      4029 | 2006-11-01 00:00:00 | Unable to calculate Order Totals for a UOM                      | 3185385954 | 4257667431 | 681273034
 4257678126 |                     |            |      4029 | 2006-11-02 00:00:00 | Unable to calculate Order Totals for a UOM                      | 3185385954 | 4257667431 | 681273034
 4257678126 |                     |            |      4054 | 2006-10-31 00:00:00 | Failed Validity - UOM Mismatch                                  | 3185385954 | 4257667431 | 681273034
 4257678126 |                     |            |      4054 | 2006-11-01 00:00:00 | Failed Validity - UOM Mismatch                                  | 3185385954 | 4257667431 | 681273034
 4257678126 |                     |            |      4054 | 2006-11-02 00:00:00 | Failed Validity - UOM Mismatch                                  | 3185385954 | 4257667431 | 681273034
 4257678126 | OOPT-FBK414.07-OGM1 | 1072585672 |      4028 | 2006-10-31 00:00:00 | Unable to convert SuggestedOrderQuantity to Target Capacity UOM | 3185385954 | 4257667431 | 681273034
 4257678126 | OOPT-FBK414.07-OGM1 | 1072585672 |      4028 | 2006-11-01 00:00:00 | Unable to convert SuggestedOrderQuantity to Target Capacity UOM | 3185385954 | 4257667431 | 681273034
