 ordergroup |  ordergroupmember   |   dest    |   source   |   orderplacedate    |    departuredate    |    deliverydate     |      arrivdate      | totalleadtime | transitdur | unloaddur | needcovdur | mincovdur |    finalcovdate     |     mincovdate      |     needcovdate     | finalcovdur | delaydur | status | orderskucount | orderskusoqcount | networkmincovdur |  networkmincovdate  | maxcovdur | orderbuildrule | duestatus | networkminstatus | loadsolutionstatus | loadstatus | approvalstatus | precisionbuildsw | ordertype | transmode  | ordergroupparam | ordergroupbuildrule | precisionloadsw | vehicleloadcount | lanetype 
 731421462  | OOPT-DCR100.14-OGM1 | 731410767 | 4180014396 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       10080 |        0 |      5 |             6 |                6 |            10080 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 2421162786 |                 |                   1 |               0 |                0 |        3
 732344983  |                     | 732334288 | 4180044187 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       10080 |   -11520 |      5 |             6 |                6 |            10080 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 1910628611 |                 |                   1 |               0 |                1 |        2
 732344983  | OOPT-DCR100.15-OGM1 | 732334288 | 4180044187 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       10080 |   -11520 |      5 |             6 |                6 |            10080 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1910628611 |                 |                   1 |               0 |                0 |        3
 733268504  |                     | 733257809 | 4180073978 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       10080 |   -11520 |      5 |             6 |                6 |            10080 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          2 |              2 |                0 |         1 | 1400094434 |                 |                   1 |               0 |                1 |        2
 733268504  | OOPT-DCR100.16-OGM1 | 733257809 | 4180073978 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       10080 |   -11520 |      5 |             6 |                6 |            10080 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1400094434 |                 |                   1 |               0 |                0 |        3
 734192025  |                     | 734181330 | 4180103769 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       10080 |   -11520 |     14 |             6 |                6 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  3 |          1 |              1 |                0 |         1 | 889560257  |                 |                   1 |               0 |                0 |        2
 734192025  | OOPT-DCR100.17-OGM1 | 734181330 | 4180103769 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       10080 |   -11520 |      8 |             6 |                6 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                3 |                  1 |          1 |              1 |                0 |         1 | 889560257  |                 |                   1 |               0 |                0 |        3
 735115546  |                     | 735104851 | 4180133560 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 | 2006-11-01 12:00:00 |          3600 |       3600 |         0 |       9360 |      9360 | 2006-11-11 12:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       14400 |   -11520 |      5 |             6 |                6 |             9360 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 379026080  |                 |                   1 |               0 |                2 |        2
 735115546  | OOPT-DCR100.18-OGM1 | 735104851 | 4180133560 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 | 2006-11-01 12:00:00 |          3600 |       3600 |         0 |       9360 |      9360 | 2006-11-11 12:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       14400 |   -11520 |      5 |             6 |                6 |             9360 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 379026080  |                 |                   1 |               0 |                0 |        3
 736039067  |                     | 736028372 | 4180163351 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          4320 |       4320 |         0 |       5760 |      5760 | 2006-11-12 00:00:00 | 2006-11-06 00:00:00 | 2006-11-06 00:00:00 |       14400 |    -8640 |      5 |             6 |                6 |             5760 | 2006-11-06 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 4163459197 |                 |                   1 |               0 |                2 |        2
 736039067  | OOPT-DCR100.19-OGM1 | 736028372 | 4180163351 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          4320 |       4320 |         0 |       5760 |      5760 | 2006-11-12 00:00:00 | 2006-11-06 00:00:00 | 2006-11-06 00:00:00 |       14400 |    -8640 |      5 |             6 |                6 |             5760 | 2006-11-06 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 4163459197 |                 |                   1 |               0 |                0 |        3
 756356529  |                     | 756345834 | 4180818753 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |        1440 |    -2880 |     14 |             6 |                6 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  3 |          1 |              1 |                0 |         1 | 1521641897 |                 |                   1 |               0 |                0 |        2
 756356529  | OOPT-DCR100.20-OGM1 | 756345834 | 4180818753 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |        1440 |    -2880 |      4 |             3 |                3 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 1521641897 |                 |                   1 |               0 |                0 |        3
 756356529  | OOPT-DCR100.20-OGM2 | 756345834 | 4180818753 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |        1440 |    -2880 |      8 |             3 |                3 |                0 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                3 |                  1 |          1 |              1 |                0 |         1 | 1521641897 |                 |                   1 |               0 |                0 |        3
 757280050  |                     | 757269355 | 4180848544 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-11 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       14400 |   -11520 |      5 |             6 |                6 |            10080 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 1011107720 |                 |                   1 |               0 |                2 |        2
 757280050  | OOPT-DCR100.21-OGM1 | 757269355 | 4180848544 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-11 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       14400 |   -11520 |      5 |             6 |                6 |            10080 | 2006-11-08 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 1011107720 |                 |                   1 |               0 |                0 |        3
 758203571  |                     | 758192876 | 4180878335 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-10 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       12960 |   -11520 |      5 |             2 |                2 |            12960 | 2006-11-10 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 500573543  |                 |                   1 |               0 |                1 |        2
 758203571  | OOPT-DCR100.22-OGM1 | 758192876 | 4180878335 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-10 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       12960 |   -11520 |      5 |             1 |                1 |            12960 | 2006-11-10 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 500573543  |                 |                   1 |               0 |                0 |        3
 758203571  | OOPT-DCR100.22-OGM2 | 758192876 | 4180878335 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-10 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       12960 |   -11520 |      5 |             1 |                1 |            12960 | 2006-11-10 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 500573543  |                 |                   1 |               0 |                0 |        3
 759127092  |                     | 759116397 | 4180908126 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-10 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       12960 |   -11520 |      5 |             4 |                4 |            12960 | 2006-11-10 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 4285006660 |                 |                   1 |               0 |                1 |        2
 759127092  | OOPT-DCR100.23-OGM1 | 759116397 | 4180908126 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-10 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       12960 |   -11520 |      5 |             2 |                2 |            12960 | 2006-11-10 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 4285006660 |                 |                   1 |               0 |                0 |        3
 759127092  | OOPT-DCR100.23-OGM2 | 759116397 | 4180908126 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-10 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       12960 |   -11520 |      5 |             2 |                2 |            12960 | 2006-11-10 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              2 |                0 |         1 | 4285006660 |                 |                   1 |               0 |                0 |        3
 760050613  |                     | 760039918 | 4180937917 | 2006-10-30 00:00:00 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 |          2880 |       2880 |         0 |      10080 |     10080 | 2006-11-11 00:00:00 | 2006-11-08 00:00:00 | 2006-11-08 00:00:00 |       14400 |   -11520 |      5 |             2 |                2 |            14400 | 2006-11-11 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              2 |                0 |         1 | 3774472483 |                 |                   1 |               0 |                1 |        2
