 ordergroup |    item    |   source   |   dest    | qty | loadlineid | primaryitem |       expdate       |      sourcing      |    schedshipdate    |   schedarrivdate    | lbsource 
 701868790  | 2767207695 | 4179061084 | 701858095 |  13 |          4 | 2767207695  | 4011-07-14 01:04:00 | SOURCING0          | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 701868790  | 2767207695 | 4179061084 | 701858095 |  87 |          1 | 2767207695  | 4011-07-14 01:04:00 | SOURCING0          | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 701868790  | 2767207696 | 4179061084 | 701858095 |  12 |          5 | 2767207696  | 4011-07-14 01:04:00 | SOURCING0          | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 701868790  | 2767207696 | 4179061084 | 701858095 |  16 |          4 | 2767207696  | 4011-07-14 01:04:00 | SOURCING0          | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 701868790  | 2767207697 | 4179061084 | 701858095 |  13 |          6 | 2767207697  | 4011-07-14 01:04:00 | SOURCING0          | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 701868790  | 2767207697 | 4179061084 | 701858095 |  21 |          2 | 2767207697  | 4011-07-14 01:04:00 | SOURCING0          | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 702792311  | 2767208653 | 4179090875 | 702781616 |  56 |          1 | 2767208653  | 4011-07-14 01:04:00 | SOURCING1067853091 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 702792311  | 2767208654 | 4179090875 | 702781616 |  51 |          2 | 2767208654  | 4011-07-14 01:04:00 | SOURCING1067853091 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 702792311  | 2767208655 | 4179090875 | 702781616 |  52 |          3 | 2767208655  | 4011-07-14 01:04:00 | SOURCING1067853091 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 702792311  | 2767208656 | 4179090875 | 702781616 |  54 |          4 | 2767208656  | 4011-07-14 01:04:00 | SOURCING1067853091 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 702792311  | 2767208657 | 4179090875 | 702781616 |  51 |          5 | 2767208657  | 4011-07-14 01:04:00 | SOURCING1067853091 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 702792311  | 2767208658 | 4179090875 | 702781616 |  49 |          6 | 2767208658  | 4011-07-14 01:04:00 | SOURCING1067853091 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209614 | 4179120666 | 703705137 |  81 |          1 | 2767209614  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209614 | 4179120666 | 703705137 | 125 |          3 | 2767209614  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209615 | 4179120666 | 703705137 |  57 |          2 | 2767209615  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209615 | 4179120666 | 703705137 |  72 |          6 | 2767209615  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209616 | 4179120666 | 703705137 |  56 |          4 | 2767209616  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209616 | 4179120666 | 703705137 |  78 |          3 | 2767209616  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209617 | 4179120666 | 703705137 |  66 |          4 | 2767209617  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209617 | 4179120666 | 703705137 |  69 |          5 | 2767209617  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209618 | 4179120666 | 703705137 |  36 |          1 | 2767209618  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209618 | 4179120666 | 703705137 |  56 |          5 | 2767209618  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209619 | 4179120666 | 703705137 |  40 |          2 | 2767209619  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 703715832  | 2767209619 | 4179120666 | 703705137 |  62 |          6 | 2767209619  | 4011-07-14 01:04:00 | SOURCING557318914  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 704639353  | 2767210575 | 4179150457 | 704628658 |  74 |          1 | 2767210575  | 4011-07-14 01:04:00 | SOURCING46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 704639353  | 2767210576 | 4179150457 | 704628658 |  28 |          2 | 2767210576  | 4011-07-14 01:04:00 | SOURCING46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 704639353  | 2767210577 | 4179150457 | 704628658 |  51 |          3 | 2767210577  | 4011-07-14 01:04:00 | SOURCING46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 704639353  | 2767210578 | 4179150457 | 704628658 |  41 |          4 | 2767210578  | 4011-07-14 01:04:00 | SOURCING46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 704639353  | 2767210579 | 4179150457 | 704628658 |  18 |          5 | 2767210579  | 4011-07-14 01:04:00 | SOURCING46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 704639353  | 2767210580 | 4179150457 | 704628658 |  24 |          6 | 2767210580  | 4011-07-14 01:04:00 | SOURCING46784737   | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 705562874  | 2767211536 | 4179180248 | 705552179 | 184 |          1 | 2767211536  | 4011-07-14 01:04:00 | SOURCING3831217854 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 705562874  | 2767211537 | 4179180248 | 705552179 | 123 |          2 | 2767211537  | 4011-07-14 01:04:00 | SOURCING3831217854 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 705562874  | 2767211538 | 4179180248 | 705552179 | 116 |          3 | 2767211538  | 4011-07-14 01:04:00 | SOURCING3831217854 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 705562874  | 2767211539 | 4179180248 | 705552179 | 131 |          4 | 2767211539  | 4011-07-14 01:04:00 | SOURCING3831217854 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 705562874  | 2767211540 | 4179180248 | 705552179 |  88 |          5 | 2767211540  | 4011-07-14 01:04:00 | SOURCING3831217854 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 705562874  | 2767211541 | 4179180248 | 705552179 |  84 |          6 | 2767211541  | 4011-07-14 01:04:00 | SOURCING3831217854 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 706486395  | 2767212497 | 4179210039 | 706475700 |  66 |          1 | 2767212497  | 4011-07-14 01:04:00 | SOURCING3320683677 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 706486395  | 2767212498 | 4179210039 | 706475700 |  51 |          5 | 2767212498  | 4011-07-14 01:04:00 | SOURCING3320683677 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 706486395  | 2767212499 | 4179210039 | 706475700 |  52 |          2 | 2767212499  | 4011-07-14 01:04:00 | SOURCING3320683677 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 706486395  | 2767212500 | 4179210039 | 706475700 |  54 |          3 | 2767212500  | 4011-07-14 01:04:00 | SOURCING3320683677 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 706486395  | 2767212501 | 4179210039 | 706475700 |  51 |          4 | 2767212501  | 4011-07-14 01:04:00 | SOURCING3320683677 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 706486395  | 2767212502 | 4179210039 | 706475700 |  49 |          6 | 2767212502  | 4011-07-14 01:04:00 | SOURCING3320683677 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 707409916  | 2767213458 | 4179239830 | 707399221 |  20 |          1 | 2767213458  | 4011-07-14 01:04:00 | SOURCING2810149500 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 707409916  | 2767213459 | 4179239830 | 707399221 |   4 |          2 | 2767213459  | 4011-07-14 01:04:00 | SOURCING2810149500 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 707409916  | 2767213460 | 4179239830 | 707399221 |  18 |          3 | 2767213460  | 4011-07-14 01:04:00 | SOURCING2810149500 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 707409916  | 2767213461 | 4179239830 | 707399221 |  10 |          4 | 2767213461  | 4011-07-14 01:04:00 | SOURCING2810149500 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 707409916  | 2767213462 | 4179239830 | 707399221 |   4 |          5 | 2767213462  | 4011-07-14 01:04:00 | SOURCING2810149500 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 707409916  | 2767213463 | 4179239830 | 707399221 |   8 |          6 | 2767213463  | 4011-07-14 01:04:00 | SOURCING2810149500 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 727727378  | 2767234600 | 4179895232 | 727716683 |  84 |          1 | 2767234600  | 4011-07-14 01:04:00 | SOURCING168332200  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 727727378  | 2767234601 | 4179895232 | 727716683 |  38 |          2 | 2767234601  | 4011-07-14 01:04:00 | SOURCING168332200  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 727727378  | 2767234602 | 4179895232 | 727716683 |  61 |          3 | 2767234602  | 4011-07-14 01:04:00 | SOURCING168332200  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 727727378  | 2767234603 | 4179895232 | 727716683 |  51 |          4 | 2767234603  | 4011-07-14 01:04:00 | SOURCING168332200  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 727727378  | 2767234604 | 4179895232 | 727716683 |  28 |          5 | 2767234604  | 4011-07-14 01:04:00 | SOURCING168332200  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 727727378  | 2767234605 | 4179895232 | 727716683 |  34 |          6 | 2767234605  | 4011-07-14 01:04:00 | SOURCING168332200  | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235561 | 4179925023 | 728640204 |  27 |          2 | 2767235561  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235561 | 4179925023 | 728640204 |  81 |          1 | 2767235561  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235562 | 4179925023 | 728640204 |  28 |          2 | 2767235562  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235563 | 4179925023 | 728640204 |  56 |          3 | 2767235563  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235564 | 4179925023 | 728640204 |  44 |          4 | 2767235564  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235565 | 4179925023 | 728640204 |  15 |          1 | 2767235565  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235565 | 4179925023 | 728640204 |  15 |          5 | 2767235565  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 728650899  | 2767235566 | 4179925023 | 728640204 |  24 |          6 | 2767235566  | 4011-07-14 01:04:00 | SOURCING3952765317 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 729574420  | 2767236522 | 4179954814 | 729563725 |  74 |          1 | 2767236522  | 4011-07-14 01:04:00 | SOURCING3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 729574420  | 2767236523 | 4179954814 | 729563725 |  28 |          2 | 2767236523  | 4011-07-14 01:04:00 | SOURCING3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 729574420  | 2767236524 | 4179954814 | 729563725 |  51 |          3 | 2767236524  | 4011-07-14 01:04:00 | SOURCING3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 729574420  | 2767236525 | 4179954814 | 729563725 |  41 |          4 | 2767236525  | 4011-07-14 01:04:00 | SOURCING3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 729574420  | 2767236526 | 4179954814 | 729563725 |  18 |          5 | 2767236526  | 4011-07-14 01:04:00 | SOURCING3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 729574420  | 2767236527 | 4179954814 | 729563725 |  24 |          6 | 2767236527  | 4011-07-14 01:04:00 | SOURCING3442231140 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 730497941  | 2767237483 | 4179984605 | 730487246 |  74 |          1 | 2767237483  | 4011-07-14 01:04:00 | SOURCING2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 730497941  | 2767237484 | 4179984605 | 730487246 |  28 |          2 | 2767237484  | 4011-07-14 01:04:00 | SOURCING2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 730497941  | 2767237485 | 4179984605 | 730487246 |  51 |          3 | 2767237485  | 4011-07-14 01:04:00 | SOURCING2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 730497941  | 2767237486 | 4179984605 | 730487246 |  41 |          4 | 2767237486  | 4011-07-14 01:04:00 | SOURCING2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 730497941  | 2767237487 | 4179984605 | 730487246 |  18 |          5 | 2767237487  | 4011-07-14 01:04:00 | SOURCING2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 730497941  | 2767237488 | 4179984605 | 730487246 |  24 |          6 | 2767237488  | 4011-07-14 01:04:00 | SOURCING2931696963 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 731421462  | 2767238444 | 4180014396 | 731410767 |  74 |          1 | 2767238444  | 4011-07-14 01:04:00 | SOURCING2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 731421462  | 2767238445 | 4180014396 | 731410767 |  28 |          2 | 2767238445  | 4011-07-14 01:04:00 | SOURCING2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 731421462  | 2767238446 | 4180014396 | 731410767 |  51 |          3 | 2767238446  | 4011-07-14 01:04:00 | SOURCING2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 731421462  | 2767238447 | 4180014396 | 731410767 |  41 |          4 | 2767238447  | 4011-07-14 01:04:00 | SOURCING2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 731421462  | 2767238448 | 4180014396 | 731410767 |  18 |          5 | 2767238448  | 4011-07-14 01:04:00 | SOURCING2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 731421462  | 2767238449 | 4180014396 | 731410767 |  24 |          6 | 2767238449  | 4011-07-14 01:04:00 | SOURCING2421162786 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 732344983  | 2767239405 | 4180044187 | 732334288 |  84 |          1 | 2767239405  | 4011-07-14 01:04:00 | SOURCING1910628611 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 732344983  | 2767239406 | 4180044187 | 732334288 |  38 |          2 | 2767239406  | 4011-07-14 01:04:00 | SOURCING1910628611 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 732344983  | 2767239407 | 4180044187 | 732334288 |  61 |          3 | 2767239407  | 4011-07-14 01:04:00 | SOURCING1910628611 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 732344983  | 2767239408 | 4180044187 | 732334288 |  51 |          4 | 2767239408  | 4011-07-14 01:04:00 | SOURCING1910628611 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 732344983  | 2767239409 | 4180044187 | 732334288 |  28 |          5 | 2767239409  | 4011-07-14 01:04:00 | SOURCING1910628611 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 732344983  | 2767239410 | 4180044187 | 732334288 |  34 |          6 | 2767239410  | 4011-07-14 01:04:00 | SOURCING1910628611 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 733268504  | 2767240366 | 4180073978 | 733257809 |  84 |          1 | 2767240366  | 4011-07-14 01:04:00 | SOURCING1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 733268504  | 2767240367 | 4180073978 | 733257809 |  38 |          2 | 2767240367  | 4011-07-14 01:04:00 | SOURCING1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 733268504  | 2767240368 | 4180073978 | 733257809 |  61 |          3 | 2767240368  | 4011-07-14 01:04:00 | SOURCING1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 733268504  | 2767240369 | 4180073978 | 733257809 |  51 |          4 | 2767240369  | 4011-07-14 01:04:00 | SOURCING1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 733268504  | 2767240370 | 4180073978 | 733257809 |  28 |          5 | 2767240370  | 4011-07-14 01:04:00 | SOURCING1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 733268504  | 2767240371 | 4180073978 | 733257809 |  34 |          6 | 2767240371  | 4011-07-14 01:04:00 | SOURCING1400094434 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 735115546  | 2767242288 | 4180133560 | 735104851 |  52 |          1 | 2767242288  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242288 | 4180133560 | 735104851 |  69 |          1 | 2767242288  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242289 | 4180133560 | 735104851 |  30 |          2 | 2767242289  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242289 | 4180133560 | 735104851 |  39 |          4 | 2767242289  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242290 | 4180133560 | 735104851 |  13 |          2 | 2767242290  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242290 | 4180133560 | 735104851 |  54 |          3 | 2767242290  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242291 | 4180133560 | 735104851 |  35 |          3 | 2767242291  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242291 | 4180133560 | 735104851 |  42 |          4 | 2767242291  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242292 | 4180133560 | 735104851 |  17 |          5 | 2767242292  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242292 | 4180133560 | 735104851 |  24 |          5 | 2767242292  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242293 | 4180133560 | 735104851 |   8 |          6 | 2767242293  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 735115546  | 2767242293 | 4180133560 | 735104851 |  31 |          6 | 2767242293  | 4011-07-14 01:04:00 | SOURCING379026080  | 2006-10-30 00:00:00 | 2006-11-01 12:00:00 |        6
 736039067  | 2767243249 | 4180163351 | 736028372 |  53 |          2 | 2767243249  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243249 | 4180163351 | 736028372 |  69 |          1 | 2767243249  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243250 | 4180163351 | 736028372 |  32 |          2 | 2767243250  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243250 | 4180163351 | 736028372 |  40 |          1 | 2767243250  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243251 | 4180163351 | 736028372 |  13 |          4 | 2767243251  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243251 | 4180163351 | 736028372 |  51 |          3 | 2767243251  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243252 | 4180163351 | 736028372 |  35 |          3 | 2767243252  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243252 | 4180163351 | 736028372 |  43 |          4 | 2767243252  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243253 | 4180163351 | 736028372 |  17 |          5 | 2767243253  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243253 | 4180163351 | 736028372 |  25 |          5 | 2767243253  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243254 | 4180163351 | 736028372 |   8 |          6 | 2767243254  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 736039067  | 2767243254 | 4180163351 | 736028372 |  30 |          6 | 2767243254  | 4011-07-14 01:04:00 | SOURCING4163459197 | 2006-10-30 00:00:00 | 2006-11-02 00:00:00 |        6
 757280050  | 2767265352 | 4180848544 | 757269355 |  51 |          1 | 2767265352  | 4011-07-14 01:04:00 | SOURCING1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 757280050  | 2767265352 | 4180848544 | 757269355 |  69 |          1 | 2767265352  | 4011-07-14 01:04:00 | SOURCING1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 757280050  | 2767265353 | 4180848544 | 757269355 |  27 |          2 | 2767265353  | 4011-07-14 01:04:00 | SOURCING1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 757280050  | 2767265353 | 4180848544 | 757269355 |  38 |          4 | 2767265353  | 4011-07-14 01:04:00 | SOURCING1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 757280050  | 2767265354 | 4180848544 | 757269355 |  12 |          5 | 2767265354  | 4011-07-14 01:04:00 | SOURCING1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
 757280050  | 2767265354 | 4180848544 | 757269355 |  58 |          3 | 2767265354  | 4011-07-14 01:04:00 | SOURCING1011107720 | 2006-10-30 00:00:00 | 2006-11-01 00:00:00 |        6
