 ordergroup |  ordergroupmember   |   uom    | qty | unroundedqty | type |   source   |    dest    
 4253060521 |                     | 41402002 |  32 |           32 |    3 | 3185236999 | 4253049826
 4253060521 |                     | 41402002 |  26 |           26 |    1 | 3185236999 | 4253049826
 4253060521 |                     | 41402002 |  26 |           26 |    2 | 3185236999 | 4253049826
 4253060521 |                     | 41402002 |  26 |           26 |    3 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  12 |           12 |    1 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  12 |           12 |    2 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  12 |           12 |    3 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  21 |           21 |    1 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  21 |           21 |    2 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  21 |           21 |    3 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  21 |           21 |    1 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  21 |           21 |    2 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM1 | 41402002 |  21 |           21 |    3 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   6 |            6 |    1 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   6 |            6 |    2 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   6 |            6 |    3 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |  11 |           11 |    1 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |  11 |           11 |    2 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |  11 |           11 |    3 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   5 |            5 |    1 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   5 |            5 |    2 | 3185236999 | 4253049826
 4253060521 | OOPT-FBK414.02-OGM2 | 41402002 |   5 |            5 |    3 | 3185236999 | 4253049826
 4253984042 |                     | 41403002 |  21 |           21 |    1 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    2 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    3 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    1 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    2 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    3 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    1 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    2 | 3185266790 | 4253973347
 4253984042 |                     | 41403002 |  21 |           21 |    3 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    1 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    2 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    3 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    1 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    2 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    3 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    1 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    2 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM1 | 41403002 |  10 |           10 |    3 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    1 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    2 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    3 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    1 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    2 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    3 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    1 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    2 | 3185266790 | 4253973347
 4253984042 | OOPT-FBK414.03-OGM2 | 41403002 |  11 |           11 |    3 | 3185266790 | 4253973347
 4254907563 |                     | 41404002 |  11 |           11 |    1 | 3185296581 | 4254896868
 4254907563 |                     | 41404002 |  11 |           11 |    3 | 3185296581 | 4254896868
 4254907563 |                     | 41404002 |  21 |           21 |    1 | 3185296581 | 4254896868
 4254907563 |                     | 41404002 |  31 |           31 |    2 | 3185296581 | 4254896868
 4254907563 |                     | 41404002 |  31 |           31 |    3 | 3185296581 | 4254896868
 4254907563 |                     | 41404002 |  11 |           11 |    1 | 3185296581 | 4254896868
 4254907563 |                     | 41404002 |  11 |           11 |    3 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |   0 |            0 |    1 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |   0 |            0 |    3 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |  10 |           10 |    1 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |  20 |           20 |    2 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |  20 |           20 |    3 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |   0 |            0 |    1 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM1 | 41404002 |   0 |            0 |    3 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    1 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    3 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    1 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    2 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    3 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    1 | 3185296581 | 4254896868
 4254907563 | OOPT-FBK414.04-OGM2 | 41404002 |  11 |           11 |    3 | 3185296581 | 4254896868
 4255831084 |                     | 41405002 |  21 |           19 |    1 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  21 |           19 |    2 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  21 |           19 |    3 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  29 |           19 |    1 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  29 |           19 |    2 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  29 |           19 |    3 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  11 |           11 |    1 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  11 |           11 |    2 | 3185326372 | 4255820389
 4255831084 |                     | 41405002 |  11 |           11 |    3 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  10 |            8 |    1 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  10 |            8 |    2 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  10 |            8 |    3 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  18 |            8 |    1 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  18 |            8 |    2 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |  18 |            8 |    3 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |   0 |            0 |    1 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |   0 |            0 |    2 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM1 | 41405002 |   0 |            0 |    3 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    1 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    2 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    3 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    1 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    2 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    3 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    1 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    2 | 3185326372 | 4255820389
 4255831084 | OOPT-FBK414.05-OGM2 | 41405002 |  11 |           11 |    3 | 3185326372 | 4255820389
 4256754605 |                     | 41406002 |  22 |           22 |    1 | 3185356163 | 4256743910
 4256754605 |                     | 41406002 |  44 |           44 |    2 | 3185356163 | 4256743910
 4256754605 |                     | 41406002 |  44 |           44 |    3 | 3185356163 | 4256743910
 4256754605 |                     | 41406002 |   0 |            0 |    1 | 3185356163 | 4256743910
 4256754605 |                     | 41406002 |   0 |            0 |    3 | 3185356163 | 4256743910
 4256754605 |                     | 41406002 |  22 |           22 |    1 | 3185356163 | 4256743910
 4256754605 |                     | 41406002 |  44 |           44 |    2 | 3185356163 | 4256743910
 4256754605 |                     | 41406002 |  44 |           44 |    3 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  11 |           11 |    1 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  22 |           22 |    2 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  22 |           22 |    3 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |   0 |            0 |    1 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |   0 |            0 |    3 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  11 |           11 |    1 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  22 |           22 |    2 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM1 | 41406002 |  22 |           22 |    3 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  11 |           11 |    1 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  22 |           22 |    2 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  22 |           22 |    3 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |   0 |            0 |    1 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |   0 |            0 |    3 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  11 |           11 |    1 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  22 |           22 |    2 | 3185356163 | 4256743910
 4256754605 | OOPT-FBK414.06-OGM2 | 41406002 |  22 |           22 |    3 | 3185356163 | 4256743910
 4257678126 |                     | 41407002 |  32 |           32 |    1 | 3185385954 | 4257667431
 4257678126 |                     | 41407002 |  32 |           32 |    3 | 3185385954 | 4257667431
 4257678126 |                     | 41407002 |  32 |           32 |    1 | 3185385954 | 4257667431
 4257678126 |                     | 41407002 |  32 |           32 |    3 | 3185385954 | 4257667431
 4257678126 |                     | 41407003 |  32 |           32 |    1 | 3185385954 | 4257667431
 4257678126 |                     | 41407003 |  32 |           32 |    3 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM1 | 41407002 |  21 |           21 |    1 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM1 | 41407002 |  21 |           21 |    3 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM1 | 41407002 |  21 |           21 |    1 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM1 | 41407002 |  21 |           21 |    3 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM1 | 41407003 |  21 |           21 |    1 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM1 | 41407003 |  21 |           21 |    3 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM2 | 41407002 |  11 |           11 |    1 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM2 | 41407002 |  11 |           11 |    3 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM2 | 41407002 |  11 |           11 |    1 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM2 | 41407002 |  11 |           11 |    3 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM2 | 41407003 |  11 |           11 |    1 | 3185385954 | 4257667431
 4257678126 | OOPT-FBK414.07-OGM2 | 41407003 |  11 |           11 |    3 | 3185385954 | 4257667431
 4258601647 |                     | 41408002 |  32 |           32 |    1 | 3185415745 | 4258590952
 4258601647 |                     | 41408002 | 128 |          128 |    2 | 3185415745 | 4258590952
 4258601647 |                     | 41408002 | 128 |          128 |    3 | 3185415745 | 4258590952
 4258601647 |                     | 41408002 |   0 |            0 |    1 | 3185415745 | 4258590952
 4258601647 |                     | 41408002 |   0 |            0 |    3 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |  21 |           21 |    1 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |  84 |           84 |    2 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |  84 |           84 |    3 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |   0 |            0 |    1 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM1 | 41408002 |   0 |            0 |    3 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |  11 |           11 |    1 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |  44 |           44 |    2 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |  44 |           44 |    3 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |   0 |            0 |    1 | 3185415745 | 4258590952
 4258601647 | OOPT-FBK414.08-OGM2 | 41408002 |   0 |            0 |    3 | 3185415745 | 4258590952
 4259525168 |                     | 41409002 |  21 |           21 |    1 | 3185445536 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    2 | 3185445536 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    3 | 3185445536 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    1 | 3185445537 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    2 | 3185445537 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    3 | 3185445537 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    1 | 3185445537 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    2 | 3185445537 | 4259514473
 4259525168 |                     | 41409002 |  21 |           21 |    3 | 3185445537 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM1 | 41409002 |  21 |           21 |    1 | 3185445536 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM1 | 41409002 |  21 |           21 |    2 | 3185445536 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM1 | 41409002 |  21 |           21 |    3 | 3185445536 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM2 | 41409002 |  21 |           21 |    1 | 3185445537 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM2 | 41409002 |  21 |           21 |    2 | 3185445537 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM2 | 41409002 |  21 |           21 |    3 | 3185445537 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM2 | 41409002 |  21 |           21 |    1 | 3185445537 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM2 | 41409002 |  21 |           21 |    2 | 3185445537 | 4259514473
 4259525168 | OOPT-FBK414.09-OGM2 | 41409002 |  21 |           21 |    3 | 3185445537 | 4259514473
 4279842630 |                     | 41410002 |  21 |           21 |    1 | 3186100938 | 4279831935
 4279842630 |                     | 41410002 |  21 |           21 |    2 | 3186100938 | 4279831935
 4279842630 |                     | 41410002 |  21 |           21 |    3 | 3186100938 | 4279831935
 4279842630 |                     | 41410002 |  41 |           41 |    1 | 3186100938 | 4279831936
 4279842630 |                     | 41410002 |  41 |           41 |    2 | 3186100938 | 4279831936
 4279842630 |                     | 41410002 |  41 |           41 |    3 | 3186100938 | 4279831936
 4279842630 |                     | 41410002 |  11 |           11 |    1 | 3186100938 | 4279831936
 4279842630 |                     | 41410002 |  11 |           11 |    2 | 3186100938 | 4279831936
 4279842630 |                     | 41410002 |  11 |           11 |    3 | 3186100938 | 4279831936
 4279842630 | OOPT-FBK414.10-OGM1 | 41410002 |  21 |           21 |    1 | 3186100938 | 4279831935
 4279842630 | OOPT-FBK414.10-OGM1 | 41410002 |  21 |           21 |    2 | 3186100938 | 4279831935
 4279842630 | OOPT-FBK414.10-OGM1 | 41410002 |  21 |           21 |    3 | 3186100938 | 4279831935
 4279842630 | OOPT-FBK414.10-OGM2 | 41410002 |  41 |           41 |    1 | 3186100938 | 4279831936
 4279842630 | OOPT-FBK414.10-OGM2 | 41410002 |  41 |           41 |    2 | 3186100938 | 4279831936
 4279842630 | OOPT-FBK414.10-OGM2 | 41410002 |  41 |           41 |    3 | 3186100938 | 4279831936
 4279842630 | OOPT-FBK414.10-OGM2 | 41410002 |  11 |           11 |    1 | 3186100938 | 4279831936
 4279842630 | OOPT-FBK414.10-OGM2 | 41410002 |  11 |           11 |    2 | 3186100938 | 4279831936
 4279842630 | OOPT-FBK414.10-OGM2 | 41410002 |  11 |           11 |    3 | 3186100938 | 4279831936
 4280766151 |                     | 41411002 |   0 |            0 |    1 | 3186130729 | 4280755456
 4280766151 |                     | 41411002 |   0 |            0 |    3 | 3186130729 | 4280755456
 4280766151 |                     | 41411002 |  32 |           32 |    1 | 3186130729 | 4280755456
 4280766151 |                     | 41411002 |  32 |           32 |    2 | 3186130729 | 4280755456
 4280766151 |                     | 41411002 |  32 |           32 |    3 | 3186130729 | 4280755456
 4280766151 |                     | 41411002 |  32 |           32 |    1 | 3186130729 | 4280755456
 4280766151 |                     | 41411002 |  32 |           32 |    2 | 3186130729 | 4280755456
 4280766151 |                     | 41411002 |  32 |           32 |    3 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |   0 |            0 |    1 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |   0 |            0 |    3 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |  21 |           21 |    1 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |  21 |           21 |    2 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |  21 |           21 |    3 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |  21 |           21 |    1 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |  21 |           21 |    2 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM1 | 41411002 |  21 |           21 |    3 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |   0 |            0 |    1 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |   0 |            0 |    3 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |  11 |           11 |    1 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |  11 |           11 |    2 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |  11 |           11 |    3 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |  11 |           11 |    1 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |  11 |           11 |    2 | 3186130729 | 4280755456
 4280766151 | OOPT-FBK414.11-OGM2 | 41411002 |  11 |           11 |    3 | 3186130729 | 4280755456
 4281689672 |                     | 41412002 |  32 |           32 |    1 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    2 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    3 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    1 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    2 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    3 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    1 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    2 | 3186160520 | 4281678977
 4281689672 |                     | 41412002 |  32 |           32 |    3 | 3186160520 | 4281678977
 4281689672 | OOPT-FBK414.12-OGM1 | 41412002 |  21 |           21 |    1 | 3186160520 | 4281678977
 4281689672 | OOPT-FBK414.12-OGM1 | 41412002 |  21 |           21 |    2 | 3186160520 | 4281678977
 4281689672 | OOPT-FBK414.12-OGM1 | 41412002 |  21 |           21 |    3 | 3186160520 | 4281678977
 4281689672 | OOPT-FBK414.12-OGM1 | 41412002 |  21 |           21 |    1 | 3186160520 | 4281678977
 4281689672 | OOPT-FBK414.12-OGM1 | 41412002 |  21 |           21 |    2 | 3186160520 | 4281678977
