 ordergroup |    item    |   source   |    dest    | qty | loadlineid | primaryitem |       expdate       |      sourcing      |    schedshipdate    |   schedarrivdate    | lbsource 
 4253984042 | 1072581833 | 3185266790 | 4253973347 |   4 |          4 | 1072581833  | 4011-07-14 01:04:00 | SOURCING2723409740 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4255831084 | 1072583750 | 3185326372 | 4255820389 |  10 |          1 | 1072583750  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4255831084 | 1072583753 | 3185326372 | 4255820389 |   5 |          2 | 1072583753  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4255831084 | 1072583754 | 3185326372 | 4255820389 |   2 |          3 | 1072583754  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4255831084 | 1072583755 | 3185326372 | 4255820389 |   4 |          4 | 1072583755  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4256754605 | 1072584712 | 3185356163 | 4256743910 |   4 |          1 | 1072584712  | 4011-07-14 01:04:00 | SOURCING1191807211 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4256754605 | 1072584713 | 3185356163 | 4256743910 |  18 |          2 | 1072584713  | 4011-07-14 01:04:00 | SOURCING1191807211 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4256754605 | 1072584714 | 3185356163 | 4256743910 |  10 |          3 | 1072584714  | 4011-07-14 01:04:00 | SOURCING1191807211 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4256754605 | 1072584715 | 3185356163 | 4256743910 |   4 |          4 | 1072584715  | 4011-07-14 01:04:00 | SOURCING1191807211 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4256754605 | 1072584716 | 3185356163 | 4256743910 |   8 |          5 | 1072584716  | 4011-07-14 01:04:00 | SOURCING1191807211 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4259525168 | 1072587594 | 3185445536 | 4259514473 |  10 |          1 | 1072587594  | 4011-07-14 01:04:00 | SOURCING3955171974 | 2006-10-31 00:00:00 | 2006-11-01 00:00:00 |        6
 4259525168 | 1072587595 | 3185445536 | 4259514473 |   2 |          2 | 1072587595  | 4011-07-14 01:04:00 | SOURCING3955171974 | 2006-10-31 00:00:00 | 2006-11-01 00:00:00 |        6
 4259525168 | 1072587596 | 3185445536 | 4259514473 |   9 |          3 | 1072587596  | 4011-07-14 01:04:00 | SOURCING3955171974 | 2006-10-31 00:00:00 | 2006-11-01 00:00:00 |        6
 4279842630 | 1072608736 | 3186100938 | 4279831935 |  10 |          1 | 1072608736  | 4011-07-14 01:04:00 | SOURCING1313354674 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4279842630 | 1072608737 | 3186100938 | 4279831935 |   2 |          2 | 1072608737  | 4011-07-14 01:04:00 | SOURCING1313354674 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4279842630 | 1072608738 | 3186100938 | 4279831935 |   9 |          3 | 1072608738  | 4011-07-14 01:04:00 | SOURCING1313354674 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4281689672 | 1072610658 | 3186160520 | 4281678977 |   8 |          1 | 1072610658  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4281689672 | 1072610659 | 3186160520 | 4281678977 |   4 |          2 | 1072610659  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4281689672 | 1072610660 | 3186160520 | 4281678977 |   9 |          3 | 1072610660  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4281689672 | 1072610661 | 3186160520 | 4281678977 |   5 |          4 | 1072610661  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4281689672 | 1072610662 | 3186160520 | 4281678977 |   2 |          5 | 1072610662  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4281689672 | 1072610663 | 3186160520 | 4281678977 |   4 |          6 | 1072610663  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4283536715 | 1072612582 | 3186220103 | 4283526019 |  37 |          1 | 1072612582  | 4011-07-14 01:04:00 | SOURCING3566185261 | 2006-10-31 00:00:00 | 2006-11-01 00:00:00 |        6
 4283536715 | 1072612583 | 3186220103 | 4283526019 |  25 |          2 | 1072612583  | 4011-07-14 01:04:00 | SOURCING3566185261 | 2006-10-31 00:00:00 | 2006-11-01 00:00:00 |        6
 4284460236 | 1072613543 | 3186249893 | 4284449541 |  19 |          1 | 1072613543  | 4011-07-14 01:04:00 | SOURCING3055651084 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4284460236 | 1072613544 | 3186249893 | 4284449541 |  15 |          2 | 1072613544  | 4011-07-14 01:04:00 | SOURCING3055651084 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4286307277 | 1072615463 | 3186309475 | 4286296582 |   8 |          1 | 1072615463  | 4011-07-14 01:04:00 | SOURCING2034582731 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4286307277 | 1072615464 | 3186309475 | 4286296582 |   2 |          2 | 1072615464  | 4011-07-14 01:04:00 | SOURCING2034582731 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4286307277 | 1072615466 | 3186309475 | 4286296582 |   5 |          3 | 1072615466  | 4011-07-14 01:04:00 | SOURCING2034582731 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4287230798 | 1072616424 | 3186339266 | 4287220103 |  70 |          1 | 1072616424  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4287230798 | 1072616425 | 3186339266 | 4287220103 |   2 |          2 | 1072616425  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4287230798 | 1072616426 | 3186339266 | 4287220103 |   9 |          3 | 1072616426  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4287230798 | 1072616427 | 3186339266 | 4287220103 |   5 |          4 | 1072616427  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4287230798 | 1072616428 | 3186339266 | 4287220103 |   2 |          5 | 1072616428  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4287230798 | 1072616429 | 3186339266 | 4287220103 |   4 |          6 | 1072616429  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4288154319 | 1072617385 | 3186369057 | 4288143624 |  10 |          1 | 1072617385  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4288154319 | 1072617386 | 3186369057 | 4288143624 |   2 |          5 | 1072617386  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4288154319 | 1072617387 | 3186369057 | 4288143624 |   9 |          2 | 1072617387  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4288154319 | 1072617388 | 3186369057 | 4288143624 |   5 |          3 | 1072617388  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4288154319 | 1072617389 | 3186369057 | 4288143624 |   2 |          4 | 1072617389  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4288154319 | 1072617390 | 3186369057 | 4288143624 |   4 |          6 | 1072617390  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 |        6
 4252137000 | 1072579906 | 3185207208 | 4252126305 |  10 |          1 | 1072579906  | 4011-07-14 01:04:00 | SOURCING3744478094 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4252137000 | 1072579907 | 3185207208 | 4252126305 |   2 |          2 | 1072579907  | 4011-07-14 01:04:00 | SOURCING3744478094 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4252137000 | 1072579908 | 3185207208 | 4252126305 |   9 |          3 | 1072579908  | 4011-07-14 01:04:00 | SOURCING3744478094 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4252137000 | 1072579909 | 3185207208 | 4252126305 |   5 |          4 | 1072579909  | 4011-07-14 01:04:00 | SOURCING3744478094 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4252137000 | 1072579910 | 3185207208 | 4252126305 |   2 |          5 | 1072579910  | 4011-07-14 01:04:00 | SOURCING3744478094 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4252137000 | 1072579911 | 3185207208 | 4252126305 |   4 |          6 | 1072579911  | 4011-07-14 01:04:00 | SOURCING3744478094 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253060521 | 1072580867 | 3185236999 | 4253049826 |  10 |          1 | 1072580867  | 4011-07-14 01:04:00 | SOURCING3233943917 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253060521 | 1072580868 | 3185236999 | 4253049826 |   2 |          5 | 1072580868  | 4011-07-14 01:04:00 | SOURCING3233943917 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253060521 | 1072580869 | 3185236999 | 4253049826 |   9 |          2 | 1072580869  | 4011-07-14 01:04:00 | SOURCING3233943917 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253060521 | 1072580870 | 3185236999 | 4253049826 |   5 |          3 | 1072580870  | 4011-07-14 01:04:00 | SOURCING3233943917 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253060521 | 1072580871 | 3185236999 | 4253049826 |   2 |          4 | 1072580871  | 4011-07-14 01:04:00 | SOURCING3233943917 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253060521 | 1072580872 | 3185236999 | 4253049826 |   4 |          6 | 1072580872  | 4011-07-14 01:04:00 | SOURCING3233943917 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253984042 | 1072581828 | 3185266790 | 4253973347 |  10 |          1 | 1072581828  | 4011-07-14 01:04:00 | SOURCING2723409740 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253984042 | 1072581831 | 3185266790 | 4253973347 |   5 |          2 | 1072581831  | 4011-07-14 01:04:00 | SOURCING2723409740 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253984042 | 1072581832 | 3185266790 | 4253973347 |   2 |          3 | 1072581832  | 4011-07-14 01:04:00 | SOURCING2723409740 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4253984042 | 1072581833 | 3185266790 | 4253973347 |   4 |          4 | 1072581833  | 4011-07-14 01:04:00 | SOURCING2723409740 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4254907563 | 1072582789 | 3185296581 | 4254896868 |  20 |          1 | 1072582789  | 4011-07-14 01:04:00 | SOURCING2212875563 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4254907563 | 1072582792 | 3185296581 | 4254896868 |   5 |          2 | 1072582792  | 4011-07-14 01:04:00 | SOURCING2212875563 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4254907563 | 1072582793 | 3185296581 | 4254896868 |   2 |          3 | 1072582793  | 4011-07-14 01:04:00 | SOURCING2212875563 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4254907563 | 1072582794 | 3185296581 | 4254896868 |   4 |          4 | 1072582794  | 4011-07-14 01:04:00 | SOURCING2212875563 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4255831084 | 1072583750 | 3185326372 | 4255820389 |  18 |          1 | 1072583750  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4255831084 | 1072583753 | 3185326372 | 4255820389 |   5 |          2 | 1072583753  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4255831084 | 1072583754 | 3185326372 | 4255820389 |   2 |          3 | 1072583754  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4255831084 | 1072583755 | 3185326372 | 4255820389 |   4 |          4 | 1072583755  | 4011-07-14 01:04:00 | SOURCING1702341388 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4258601647 | 1072586633 | 3185415745 | 4258590952 |  40 |          1 | 1072586633  | 4011-07-14 01:04:00 | SOURCING170738857  | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4258601647 | 1072586634 | 3185415745 | 4258590952 |   8 |          2 | 1072586634  | 4011-07-14 01:04:00 | SOURCING170738857  | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4258601647 | 1072586635 | 3185415745 | 4258590952 |  36 |          3 | 1072586635  | 4011-07-14 01:04:00 | SOURCING170738857  | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4258601647 | 1072586636 | 3185415745 | 4258590952 |  20 |          4 | 1072586636  | 4011-07-14 01:04:00 | SOURCING170738857  | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4258601647 | 1072586637 | 3185415745 | 4258590952 |   8 |          5 | 1072586637  | 4011-07-14 01:04:00 | SOURCING170738857  | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4258601647 | 1072586638 | 3185415745 | 4258590952 |  16 |          6 | 1072586638  | 4011-07-14 01:04:00 | SOURCING170738857  | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4259525168 | 1072587594 | 3185445537 | 4259514473 |  10 |          1 | 1072587594  | 4011-07-14 01:04:00 | SOURCING3955171974 | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4259525168 | 1072587595 | 3185445537 | 4259514473 |   2 |          2 | 1072587595  | 4011-07-14 01:04:00 | SOURCING3955171974 | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4259525168 | 1072587596 | 3185445537 | 4259514473 |   9 |          3 | 1072587596  | 4011-07-14 01:04:00 | SOURCING3955171974 | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4279842630 | 1072608736 | 3186100938 | 4279831936 |  15 |          1 | 1072608736  | 4011-07-14 01:04:00 | SOURCING1313354674 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4279842630 | 1072608737 | 3186100938 | 4279831936 |  12 |          2 | 1072608737  | 4011-07-14 01:04:00 | SOURCING1313354674 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4279842630 | 1072608738 | 3186100938 | 4279831936 |  14 |          3 | 1072608738  | 4011-07-14 01:04:00 | SOURCING1313354674 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4280766151 | 1072609697 | 3186130729 | 4280755456 |  10 |          1 | 1072609697  | 4011-07-14 01:04:00 | SOURCING802820497  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4280766151 | 1072609698 | 3186130729 | 4280755456 |   2 |          2 | 1072609698  | 4011-07-14 01:04:00 | SOURCING802820497  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4280766151 | 1072609699 | 3186130729 | 4280755456 |   9 |          3 | 1072609699  | 4011-07-14 01:04:00 | SOURCING802820497  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4280766151 | 1072609700 | 3186130729 | 4280755456 |   5 |          4 | 1072609700  | 4011-07-14 01:04:00 | SOURCING802820497  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4280766151 | 1072609701 | 3186130729 | 4280755456 |   2 |          5 | 1072609701  | 4011-07-14 01:04:00 | SOURCING802820497  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4280766151 | 1072609702 | 3186130729 | 4280755456 |   4 |          6 | 1072609702  | 4011-07-14 01:04:00 | SOURCING802820497  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4281689672 | 1072610658 | 3186160520 | 4281678977 |  10 |          1 | 1072610658  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4281689672 | 1072610659 | 3186160520 | 4281678977 |   2 |          2 | 1072610659  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4281689672 | 1072610660 | 3186160520 | 4281678977 |   9 |          3 | 1072610660  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4281689672 | 1072610661 | 3186160520 | 4281678977 |   5 |          4 | 1072610661  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4281689672 | 1072610662 | 3186160520 | 4281678977 |   2 |          5 | 1072610662  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4281689672 | 1072610663 | 3186160520 | 4281678977 |   4 |          6 | 1072610663  | 4011-07-14 01:04:00 | SOURCING292286320  | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4282613193 | 1072611619 | 3186190311 | 4282602498 |  10 |          1 | 1072611619  | 4011-07-14 01:04:00 | SOURCING4076719437 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4282613193 | 1072611620 | 3186190311 | 4282602498 |   2 |          2 | 1072611620  | 4011-07-14 01:04:00 | SOURCING4076719437 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4282613193 | 1072611621 | 3186190311 | 4282602498 |   9 |          3 | 1072611621  | 4011-07-14 01:04:00 | SOURCING4076719437 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4282613193 | 1072611622 | 3186190311 | 4282602498 |   5 |          4 | 1072611622  | 4011-07-14 01:04:00 | SOURCING4076719437 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4282613193 | 1072611623 | 3186190311 | 4282602498 |   2 |          5 | 1072611623  | 4011-07-14 01:04:00 | SOURCING4076719437 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4282613193 | 1072611624 | 3186190311 | 4282602498 |   4 |          6 | 1072611624  | 4011-07-14 01:04:00 | SOURCING4076719437 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4283536716 | 1072612584 | 3186220104 | 4283526019 |  16 |          1 | 1072612584  | 4011-07-14 01:04:00 | SOURCING3566185262 | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4283536716 | 1072612585 | 3186220104 | 4283526019 |  22 |          2 | 1072612585  | 4011-07-14 01:04:00 | SOURCING3566185262 | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 4284460237 | 1072613545 | 3186249893 | 4284449542 |  12 |          1 | 1072613545  | 4011-07-14 01:04:00 | SOURCING3055651085 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4284460237 | 1072613546 | 3186249893 | 4284449542 |  14 |          2 | 1072613546  | 4011-07-14 01:04:00 | SOURCING3055651085 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4286307277 | 1072615465 | 3186309475 | 4286296582 |  19 |          1 | 1072615465  | 4011-07-14 01:04:00 | SOURCING2034582731 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4286307277 | 1072615467 | 3186309475 | 4286296582 |  12 |          2 | 1072615467  | 4011-07-14 01:04:00 | SOURCING2034582731 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4286307277 | 1072615468 | 3186309475 | 4286296582 |  14 |          3 | 1072615468  | 4011-07-14 01:04:00 | SOURCING2034582731 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4287230798 | 1072616424 | 3186339266 | 4287220103 |  70 |          1 | 1072616424  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4287230798 | 1072616425 | 3186339266 | 4287220103 |   2 |          2 | 1072616425  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4287230798 | 1072616426 | 3186339266 | 4287220103 |   9 |          3 | 1072616426  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4287230798 | 1072616427 | 3186339266 | 4287220103 |   5 |          4 | 1072616427  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4287230798 | 1072616428 | 3186339266 | 4287220103 |   2 |          5 | 1072616428  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4287230798 | 1072616429 | 3186339266 | 4287220103 |   4 |          6 | 1072616429  | 4011-07-14 01:04:00 | SOURCING1524048554 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4288154319 | 1072617385 | 3186369057 | 4288143624 |  10 |          1 | 1072617385  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4288154319 | 1072617386 | 3186369057 | 4288143624 |   2 |          5 | 1072617386  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4288154319 | 1072617387 | 3186369057 | 4288143624 |   9 |          2 | 1072617387  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4288154319 | 1072617388 | 3186369057 | 4288143624 |   5 |          3 | 1072617388  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4288154319 | 1072617389 | 3186369057 | 4288143624 |   2 |          4 | 1072617389  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 4288154319 | 1072617390 | 3186369057 | 4288143624 |   4 |          6 | 1072617390  | 4011-07-14 01:04:00 | SOURCING1013514377 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 14428008   | 1072639488 | 3187054250 | 14417313   |  88 |          1 | 1072639488  | 4011-07-14 01:04:00 | SOURCING2156130192 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 14428008   | 1072639489 | 3187054250 | 14417313   |  52 |          2 | 1072639489  | 4011-07-14 01:04:00 | SOURCING2156130192 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 14428008   | 1072639490 | 3187054250 | 14417313   |  53 |          3 | 1072639490  | 4011-07-14 01:04:00 | SOURCING2156130192 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 14428008   | 1072639491 | 3187054250 | 14417313   |  57 |          4 | 1072639491  | 4011-07-14 01:04:00 | SOURCING2156130192 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 14428008   | 1072639492 | 3187054250 | 14417313   |  32 |          5 | 1072639492  | 4011-07-14 01:04:00 | SOURCING2156130192 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 14428008   | 1072639493 | 3187054250 | 14417313   |  30 |          6 | 1072639493  | 4011-07-14 01:04:00 | SOURCING2156130192 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 |        6
 15351529   | 1072640452 | 3187084041 | 15340834   |  38 |          1 | 1072640452  | 4011-07-14 01:04:00 | SOURCING1645596017 | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
 15351529   | 1072640453 | 3187084041 | 15340834   |  22 |          2 | 1072640453  | 4011-07-14 01:04:00 | SOURCING1645596017 | 2006-11-01 00:00:00 | 2006-11-02 00:00:00 |        6
