 ordergroup |  ordergroupmember   |    dest    |   source   |   orderplacedate    |    departuredate    |    deliverydate     |      arrivdate      | totalleadtime | transitdur | unloaddur | needcovdur | mincovdur |    finalcovdate     |     mincovdate      |     needcovdate     | finalcovdur | delaydur | status | orderskucount | orderskusoqcount | networkmincovdur |  networkmincovdate  |     createdate      | maxcovdur | orderbuildrule | duestatus | networkminstatus | loadsolutionstatus | loadstatus | approvalstatus | precisionbuildsw | ordertype | transmode  | ordergroupparam | ordergroupbuildrule | precisionloadsw | vehicleloadcount | lanetype 
 4252137000 | OOPT-FBK414.01-OGM1 | 4252126305 | 3185207208 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3744478094 |                 |                   1 |               0 |                0 |        3
 4252137000 | OOPT-FBK414.01-OGM1 | 4252126305 | 3185207208 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3744478094 |                 |                   1 |               0 |                0 |        3
 4252137000 | OOPT-FBK414.01-OGM2 | 4252126305 | 3185207208 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3744478094 |                 |                   1 |               0 |                0 |        3
 4252137000 | OOPT-FBK414.01-OGM2 | 4252126305 | 3185207208 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3744478094 |                 |                   1 |               0 |                0 |        3
 4252137000 | OOPT-FBK414.01-OGM2 | 4252126305 | 3185207208 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3744478094 |                 |                   1 |               0 |                0 |        3
 4253060521 |                     | 4253049826 | 3185236999 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             4 |                4 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                1 |        2
 4253060521 |                     | 4253049826 | 3185236999 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             6 |                6 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                1 |        2
 4253060521 |                     | 4253049826 | 3185236999 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             4 |                4 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                1 |        2
 4253060521 | OOPT-FBK414.02-OGM1 | 4253049826 | 3185236999 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             2 |                2 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                0 |        3
 4253060521 | OOPT-FBK414.02-OGM1 | 4253049826 | 3185236999 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                0 |        3
 4253060521 | OOPT-FBK414.02-OGM1 | 4253049826 | 3185236999 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                0 |        3
 4253060521 | OOPT-FBK414.02-OGM2 | 4253049826 | 3185236999 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             2 |                2 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                0 |        3
 4253060521 | OOPT-FBK414.02-OGM2 | 4253049826 | 3185236999 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                0 |        3
 4253060521 | OOPT-FBK414.02-OGM2 | 4253049826 | 3185236999 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             1 |                1 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 3233943917 |                 |                   1 |               0 |                0 |        3
 4253984042 |                     | 4253973347 | 3185266790 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             4 |                4 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                1 |        2
 4253984042 |                     | 4253973347 | 3185266790 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             4 |                4 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                1 |        2
 4253984042 |                     | 4253973347 | 3185266790 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             4 |                4 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                1 |        2
 4253984042 | OOPT-FBK414.03-OGM1 | 4253973347 | 3185266790 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             1 |                1 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                0 |        3
 4253984042 | OOPT-FBK414.03-OGM1 | 4253973347 | 3185266790 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             1 |                1 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                0 |        3
 4253984042 | OOPT-FBK414.03-OGM1 | 4253973347 | 3185266790 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             1 |                1 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                0 |        3
 4253984042 | OOPT-FBK414.03-OGM2 | 4253973347 | 3185266790 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                0 |        3
 4253984042 | OOPT-FBK414.03-OGM2 | 4253973347 | 3185266790 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                0 |        3
 4253984042 | OOPT-FBK414.03-OGM2 | 4253973347 | 3185266790 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             3 |                3 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2723409740 |                 |                   1 |               0 |                0 |        3
 4254907563 |                     | 4254896868 | 3185296581 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      8 |             4 |                3 |                0 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                3 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        2
 4254907563 |                     | 4254896868 | 3185296581 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        2880 |        0 |      4 |             4 |                4 |             2880 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                1 |        2
 4254907563 |                     | 4254896868 | 3185296581 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      8 |             4 |                3 |                0 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                3 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        2
 4254907563 | OOPT-FBK414.04-OGM1 | 4254896868 | 3185296581 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |     1440 |      1 |             1 |                0 |                0 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                2 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        3
 4254907563 | OOPT-FBK414.04-OGM1 | 4254896868 | 3185296581 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        2880 |        0 |      4 |             1 |                1 |             2880 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        3
 4254907563 | OOPT-FBK414.04-OGM1 | 4254896868 | 3185296581 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |     1440 |      1 |             1 |                0 |                0 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                2 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        3
 4254907563 | OOPT-FBK414.04-OGM2 | 4254896868 | 3185296581 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             3 |                3 |                0 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        3
 4254907563 | OOPT-FBK414.04-OGM2 | 4254896868 | 3185296581 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        2880 |        0 |      4 |             3 |                3 |             2880 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        3
 4254907563 | OOPT-FBK414.04-OGM2 | 4254896868 | 3185296581 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             3 |                3 |                0 | 1970-01-01 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 2212875563 |                 |                   1 |               0 |                0 |        3
 4255831084 |                     | 4255820389 | 3185326372 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             4 |                4 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 1702341388 |                 |                   1 |               0 |                1 |        2
 4255831084 |                     | 4255820389 | 3185326372 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             4 |                4 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 1702341388 |                 |                   1 |               0 |                1 |        2
 4255831084 |                     | 4255820389 | 3185326372 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |        0 |      4 |             4 |                3 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  2 |          2 |              1 |                0 |         1 | 1702341388 |                 |                   1 |               0 |                1 |        2
 4255831084 | OOPT-FBK414.05-OGM1 | 4255820389 | 3185326372 | 2006-10-31 00:00:00 | 2006-10-31 00:00:00 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |        1440 |        0 |      4 |             1 |                1 |             1440 | 2006-11-03 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 1702341388 |                 |                   1 |               0 |                0 |        3
 4255831084 | OOPT-FBK414.05-OGM1 | 4255820389 | 3185326372 | 2006-11-01 00:00:00 | 2006-11-01 00:00:00 | 2006-11-03 00:00:00 | 2006-11-03 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |        1440 |        0 |      4 |             1 |                1 |             1440 | 2006-11-04 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         2 |                2 |                  1 |          1 |              1 |                0 |         1 | 1702341388 |                 |                   1 |               0 |                0 |        3
 4255831084 | OOPT-FBK414.05-OGM1 | 4255820389 | 3185326372 | 2006-11-02 00:00:00 | 2006-11-02 00:00:00 | 2006-11-04 00:00:00 | 2006-11-04 00:00:00 |          2880 |       2880 |         0 |       1440 |      1440 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 | 2006-11-05 00:00:00 |        1440 |     1440 |      1 |             1 |                0 |             1440 | 2006-11-05 00:00:00 | 1970-01-01 00:00:00 |    525600 |              1 |         4 |                2 |                  1 |          1 |              1 |                0 |         1 | 1702341388 |                 |                   1 |               0 |                0 |        3
