    item    |    dest    | adjskucovdur | arrivcovdur | avgreplenqty |    deliverydate     |    departuredate    | loaddur | precisionbuildsw | precisionloadsw |    stocklowdate     | stocklowdur |    stockoutdate     | stockoutdur | stockoutqty | stocklowqty |  sysorderpointdate  | sysorderuptoleveldate | totalleadtime | transitdur | unloaddur 
 2216060974 | 3625806799 |        10080 |       20365 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-13 17:08:00 |           0 | 2006-11-15 03:25:00 |           0 |           0 |           0 | 2006-11-24 00:00:00 | 2006-11-24 00:00:00   |          2880 |       2880 |         0
 2216060975 | 3625806799 |        10080 |       33120 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-22 00:00:00 |           0 | 2006-11-24 00:00:00 |           0 |           0 |           0 | 2006-11-24 00:00:00 | 2006-11-24 00:00:00   |          2880 |       2880 |         0
 2216060976 | 3625806799 |        10080 |       32297 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-22 00:00:00 |           0 | 2006-11-23 10:17:00 |           0 |           0 |           0 | 2006-11-23 10:17:00 | 2006-11-23 10:17:00   |          2880 |       2880 |         0
 2216060977 | 3625806799 |        10080 |       32297 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-22 00:00:00 |           0 | 2006-11-23 10:17:00 |           0 |           0 |           0 | 2006-11-23 10:17:00 | 2006-11-23 10:17:00   |          2880 |       2880 |         0
 2216060978 | 3625806799 |        10080 |       32040 |           18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-22 00:00:00 |           0 | 2006-11-23 06:00:00 |           0 |           0 |           0 | 2006-11-23 06:00:00 | 2006-11-23 06:00:00   |          2880 |       2880 |         0
 2216060979 | 3625806799 |        10080 |       25280 |           24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-17 10:40:00 |           0 | 2006-11-18 13:20:00 |           0 |           0 |           0 | 2006-11-24 12:00:00 | 2006-11-24 12:00:00   |          2880 |       2880 |         0
 2216061935 | 3626730320 |        10080 |       34848 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-23 04:48:00 |           0 | 2006-11-25 04:48:00 |           0 |           0 |           0 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216061936 | 3626730320 |        10080 |       34848 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-23 04:48:00 |           0 | 2006-11-25 04:48:00 |           0 |           0 |           0 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216061937 | 3626730320 |        10080 |       34148 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-23 06:51:00 |           0 | 2006-11-24 17:08:00 |           0 |           0 |           0 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216061938 | 3626730320 |        10080 |       34148 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-23 06:51:00 |           0 | 2006-11-24 17:08:00 |           0 |           0 |           0 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216061939 | 3626730320 |        10080 |     5256000 |           18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 4011-07-14 01:04:00 |           0 | 4011-07-14 01:04:00 |           0 |           0 |           0 | 2006-11-10 12:00:00 | 2006-11-10 12:00:00   |          2880 |       2880 |         0
 2216061940 | 3626730320 |        10080 |       17280 |           24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 12:00:00 |        2160 |           6 |          16 | 2006-11-13 00:00:00 | 2006-11-13 00:00:00   |          2880 |       2880 |         0
 2216062896 | 3627653841 |        10080 |           0 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |       12960 | 2006-10-30 09:36:00 |       12384 |          45 |          55 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216062897 | 3627653841 |        10080 |           0 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |       12960 | 2006-10-30 09:36:00 |       12384 |          45 |          55 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216062898 | 3627653841 |        10080 |           0 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |       12960 | 2006-10-30 06:51:00 |       12549 |          57 |          67 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216062899 | 3627653841 |        10080 |           0 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |       12960 | 2006-10-30 06:51:00 |       12549 |          57 |          67 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216062900 | 3627653841 |        10080 |           0 |           18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |       12960 | 2006-10-31 00:00:00 |       11520 |          20 |          30 | 2006-11-10 12:00:00 | 2006-11-10 12:00:00   |          2880 |       2880 |         0
 2216062901 | 3627653841 |        10080 |           0 |           24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |       12960 | 2006-10-30 12:00:00 |       12240 |          30 |          40 | 2006-11-13 00:00:00 | 2006-11-13 00:00:00   |          2880 |       2880 |         0
 2216063857 | 3628577362 |        10080 |           0 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |       12960 | 2006-10-30 09:36:00 |       12384 |          45 |          55 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216063858 | 3628577362 |        10080 |       12480 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 09:36:00 |        2304 |           8 |          18 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216063859 | 3628577362 |        10080 |       12960 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 06:51:00 |        2469 |          12 |          22 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216063860 | 3628577362 |        10080 |       12960 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 06:51:00 |        2469 |          12 |          22 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216063861 | 3628577362 |        10080 |       13680 |           18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-31 00:00:00 |        1440 |           2 |          12 | 2006-11-10 12:00:00 | 2006-11-10 12:00:00   |          2880 |       2880 |         0
 2216063862 | 3628577362 |        10080 |       17280 |           24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 12:00:00 |        2160 |           6 |          16 | 2006-11-13 00:00:00 | 2006-11-13 00:00:00   |          2880 |       2880 |         0
 2216064818 | 3629500883 |        10080 |       16080 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-11-10 12:00:00 |           0 | 2006-11-12 04:00:00 |           0 |           0 |           0 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216064819 | 3629500883 |        10080 |       12480 |           37 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 09:36:00 |        2304 |           8 |          18 | 2006-11-09 16:00:00 | 2006-11-09 16:00:00   |          2880 |       2880 |         0
 2216064820 | 3629500883 |        10080 |       12960 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 06:51:00 |        2469 |          12 |          22 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216064821 | 3629500883 |        10080 |       12960 |           45 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 06:51:00 |        2469 |          12 |          22 | 2006-11-10 00:00:00 | 2006-11-10 00:00:00   |          2880 |       2880 |         0
 2216064822 | 3629500883 |        10080 |       13680 |           18 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-31 00:00:00 |        1440 |           2 |          12 | 2006-11-10 12:00:00 | 2006-11-10 12:00:00   |          2880 |       2880 |         0
 2216064823 | 3629500883 |        10080 |       17280 |           24 | 2006-11-01 00:00:00 | 2006-10-30 00:00:00 |       0 |                0 |               0 | 2006-10-30 00:00:00 |        2880 | 2006-10-30 12:00:00 |        2160 |           6 |          16 | 2006-11-13 00:00:00 | 2006-11-13 00:00:00   |          2880 |       2880 |         0
(48 rows)

