 ordergroup |  ordergroupmember  |   uom   | qty | unroundedqty | type |   source   |    dest    
 3625817494 |                    | 1004002 |  40 |           40 |    1 | 4273382010 | 3625806799
 3625817494 |                    | 1004002 | 266 |          266 |    2 | 4273382010 | 3625806799
 3625817494 |                    | 1004002 | 266 |          266 |    3 | 4273382010 | 3625806799
 3625817494 | OOPT-REC10.04-OGM1 | 1004002 |  20 |           20 |    1 | 4273382010 | 3625806799
 3625817494 | OOPT-REC10.04-OGM1 | 1004002 | 165 |          165 |    2 | 4273382010 | 3625806799
 3625817494 | OOPT-REC10.04-OGM1 | 1004002 | 165 |          165 |    3 | 4273382010 | 3625806799
 3625817494 | OOPT-REC10.04-OGM2 | 1004002 |  20 |           20 |    1 | 4273382010 | 3625806799
 3625817494 | OOPT-REC10.04-OGM2 | 1004002 | 101 |          101 |    2 | 4273382010 | 3625806799
 3625817494 | OOPT-REC10.04-OGM2 | 1004002 | 101 |          101 |    3 | 4273382010 | 3625806799
 3626741015 |                    | 1005002 |  40 |           40 |    1 | 4273411801 | 3626730320
 3626741015 |                    | 1005002 |  40 |           40 |    3 | 4273411801 | 3626730320
 3626741015 | OOPT-REC10.05-OGM1 | 1005002 |   0 |            0 |    1 | 4273411801 | 3626730320
 3626741015 | OOPT-REC10.05-OGM1 | 1005002 |   0 |            0 |    3 | 4273411801 | 3626730320
 3626741015 | OOPT-REC10.05-OGM2 | 1005002 |  40 |           40 |    1 | 4273411801 | 3626730320
 3626741015 | OOPT-REC10.05-OGM2 | 1005002 |  40 |           40 |    3 | 4273411801 | 3626730320
 3627664536 |                    | 1006002 |   0 |            0 |    1 | 4273441592 | 3627653841
 3627664536 |                    | 1006002 |   0 |            0 |    3 | 4273441592 | 3627653841
 3627664536 | OOPT-REC10.06-OGM1 | 1006002 |   0 |            0 |    1 | 4273441592 | 3627653841
 3627664536 | OOPT-REC10.06-OGM1 | 1006002 |   0 |            0 |    3 | 4273441592 | 3627653841
 3627664536 | OOPT-REC10.06-OGM2 | 1006002 |   0 |            0 |    1 | 4273441592 | 3627653841
 3627664536 | OOPT-REC10.06-OGM2 | 1006002 |   0 |            0 |    3 | 4273441592 | 3627653841
 3628588057 |                    | 1007002 | 259 |          259 |    1 | 4273471383 | 3628577362
 3628588057 |                    | 1007002 | 259 |          259 |    2 | 4273471383 | 3628577362
 3628588057 |                    | 1007002 | 259 |          259 |    3 | 4273471383 | 3628577362
 3628588057 | OOPT-REC10.07-OGM1 | 1007002 | 122 |          122 |    1 | 4273471383 | 3628577362
 3628588057 | OOPT-REC10.07-OGM1 | 1007002 | 122 |          122 |    2 | 4273471383 | 3628577362
 3628588057 | OOPT-REC10.07-OGM1 | 1007002 | 122 |          122 |    3 | 4273471383 | 3628577362
 3628588057 | OOPT-REC10.07-OGM2 | 1007002 | 137 |          137 |    1 | 4273471383 | 3628577362
 3628588057 | OOPT-REC10.07-OGM2 | 1007002 | 137 |          137 |    2 | 4273471383 | 3628577362
 3628588057 | OOPT-REC10.07-OGM2 | 1007002 | 137 |          137 |    3 | 4273471383 | 3628577362
 3629511578 |                    | 1008002 | 269 |          269 |    1 | 4273501174 | 3629500883
 3629511578 |                    | 1008002 | 269 |          269 |    2 | 4273501174 | 3629500883
 3629511578 |                    | 1008002 | 269 |          269 |    3 | 4273501174 | 3629500883
 3629511578 | OOPT-REC10.08-OGM1 | 1008002 | 132 |          132 |    1 | 4273501174 | 3629500883
 3629511578 | OOPT-REC10.08-OGM1 | 1008002 | 132 |          132 |    2 | 4273501174 | 3629500883
 3629511578 | OOPT-REC10.08-OGM1 | 1008002 | 132 |          132 |    3 | 4273501174 | 3629500883
 3629511578 | OOPT-REC10.08-OGM2 | 1008002 | 137 |          137 |    1 | 4273501174 | 3629500883
 3629511578 | OOPT-REC10.08-OGM2 | 1008002 | 137 |          137 |    2 | 4273501174 | 3629500883
 3629511578 | OOPT-REC10.08-OGM2 | 1008002 | 137 |          137 |    3 | 4273501174 | 3629500883
(66 rows)

